Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Modality_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
GoNoGo Task,subject013,14,7.9,7.5,3.4,5.9,2.9,7,7.2,2.5,2.6,4.6,6.5,5.4,7.7,8.2,-0.317026634,0.036363877,-0.159409951,0.059135743,1.212595689,-0.403771519,0.337256467
GoNoGo Task,subject014,-14,9,1,9.2,1,1.5,1,9.4,2.9,10,8.9,2,5.7,2,7.3,-0.317026634,0.036363877,-0.159409951,0.686958558,-0.564788238,3.177958249,-1.15827212
GoNoGo Task,subject014,12,3.5,1.2,9.1,1,5.5,1,9.1,3.3,9.9,9,2.3,6,7.7,9.5,-0.317026634,0.036363877,-0.159409951,1.147939043,-0.384645101,2.023469792,-1.275200022
GoNoGo Task,subject015,-13,8,5.4,1,5.4,3.2,8,5.8,8.1,1,9.2,9.2,4.9,5.2,5.6,-0.317026634,0.036363877,-0.159409951,-0.327315233,1.981126509,-0.265442295,-0.095891138
GoNoGo Task,subject015,12,9.4,1,1,4.8,5,7.4,6.6,7.5,1,5.1,2.5,2.4,6,1,-0.317026634,0.036363877,-0.159409951,-1.027006614,1.271004692,-0.249300452,0.224647592
GoNoGo Task,subject016,6,2,2.4,2.9,7.8,3,8.2,6.1,6.5,8,2.8,3.5,7.2,7.9,7.6,-0.317026634,0.036363877,-0.159409951,-0.195291525,0.727357501,-0.377392329,1.598670267
GoNoGo Task,subject016,-14,7.7,2.7,1.7,3,4.1,5,8.4,9,2.8,6.5,4.3,6.1,8.9,8,-0.317026634,0.036363877,-0.159409951,0.108496559,1.382726736,-0.188417964,-0.436384121
GoNoGo Task,subject017,12,5.7,6.9,2.6,1,8,7,4,2,6.5,8,7,4.1,6.7,6,-0.317026634,0.036363877,-0.159409951,0.716256064,0.733238836,-0.465058429,-1.402821493
GoNoGo Task,subject017,-15,8,9.3,1.1,1,8,9.1,8,4.3,1,10,3.1,4.7,10,9.5,-0.317026634,0.036363877,-0.159409951,1.041035019,1.55576216,-1.326131792,-1.659460269
GoNoGo Task,subject018,-14,3.2,5.2,3,7.5,2.3,7.5,3.6,2.3,2.6,2.6,2.9,5.9,4.9,3.6,-0.317026634,0.036363877,-0.159409951,-0.775888905,0.289191488,-0.809012757,1.1965172
GoNoGo Task,subject018,-13,3,2.8,2.5,5.4,2.9,8.2,7.4,2.5,3.1,2.9,3.2,8,5.7,6.4,-0.317026634,0.036363877,-0.159409951,-0.409410866,0.470579214,-0.508308749,0.815807798
GoNoGo Task,subject019,14,8,3.7,3.4,9.5,10,9,3.9,5.9,4,2.3,3,7.1,7.8,4,-0.317026634,0.036363877,-0.159409951,0.06348191,1.032269295,-1.102504848,1.681061444
GoNoGo Task,subject019,-15,3,3,3.2,8.4,3,10,2,7.2,3.2,9,4.6,4.8,3.4,3,-0.317026634,0.036363877,-0.159409951,-0.73604607,0.938544641,-0.068640526,1.151783628
GoNoGo Task,subject020,-10,6,3.1,7.9,2.6,2.8,9,7.4,2.2,3,2.3,8.1,6.7,8.4,1.9,-0.317026634,0.036363877,-0.159409951,-0.888780496,1.643732712,0.90995739,-0.285003402
GoNoGo Task,subject020,-15,3.2,7.1,3.2,2.7,3.6,8.1,9,3.4,8,4.7,8.1,6.7,5,3.4,-0.317026634,0.036363877,-0.159409951,-0.142974191,1.327712946,0.164716241,-0.676605611
GoNoGo Task,subject021,7,8.8,8.9,7.8,2.6,3.1,9.8,7.4,7.6,4.1,9,8.7,3.2,9.1,8.1,-0.317026634,0.036363877,-0.159409951,0.182823322,2.667413946,1.023717872,-1.354193498
GoNoGo Task,subject021,9,7.8,6.8,8.7,3.5,2.9,8.6,8.1,7.5,8.4,8.1,8.7,2.3,9,6.7,-0.317026634,0.036363877,-0.159409951,0.086128135,2.314109959,1.723263677,-0.889245748
GoNoGo Task,subject022,-7,10,1,4.7,8.6,1.8,8.9,10,3,5,8.3,9.5,10,10,1.7,-0.317026634,0.036363877,-0.159409951,-0.120354004,1.687721671,1.099317775,1.837255613
GoNoGo Task,subject022,14,10,1,4.4,9.2,2.2,10,9.5,1,6.5,7.5,8.3,10,10,4.1,-0.317026634,0.036363877,-0.159409951,0.207999507,1.26815671,0.893736146,2.270314011
GoNoGo Task,subject023,-11,2.9,6.7,1,9.9,3.4,5.5,9,9.5,5.5,10,4.1,10,1,8.4,-0.317026634,0.036363877,-0.159409951,0.56547852,0.752638109,-0.221417499,1.080415601
GoNoGo Task,subject023,10,7.5,5.2,6.1,7.4,7.2,10,10,3.7,9.4,1.5,6.5,3.9,1.7,5.1,-0.317026634,0.036363877,-0.159409951,-0.224678886,1.355505961,1.004362216,0.665525827
GoNoGo Task,subject024,-15,8.9,9.2,7.1,7.7,1.9,8.1,3.6,2.4,8.5,8.4,8,5.2,7.7,3.3,-0.317026634,0.036363877,-0.159409951,0.322543748,1.196605449,0.841175617,0.692109568
GoNoGo Task,subject024,14,9.4,10,4,9.6,1.4,7.1,2.4,3.1,3.1,7.7,7.1,9.2,8.8,2.7,-0.317026634,0.036363877,-0.159409951,0.24565495,1.156459194,-0.631907049,1.447797079
GoNoGo Task,subject025,7,6.9,3.5,3.2,4.6,3.2,4.4,6.4,4.2,2.8,4.5,3.5,5.6,1.2,2,-0.317026634,0.036363877,-0.159409951,-0.667664559,0.299549078,0.37522161,-0.052435372
GoNoGo Task,subject025,-11,9,10,1.7,2.6,10,9.2,2.5,8.8,1.5,9.9,2.4,3.8,7.1,7.6,-0.317026634,0.036363877,-0.159409951,0.893787944,1.609094214,-1.479275001,-1.50735217
GoNoGo Task,subject026,-6,5,1.4,7.2,3,3.2,4,3,2,5.6,3,4.8,2.8,4,3,-0.317026634,0.036363877,-0.159409951,-0.764351392,-0.046967064,1.136651813,-0.292854924
GoNoGo Task,subject026,6,4.4,1.2,3.2,4,2.4,2.2,3,1,1.8,2.2,2.4,1.8,2.8,7,-0.317026634,0.036363877,-0.159409951,-0.812510346,-0.725088301,-0.045472763,0.138814202
GoNoGo Task,subject027,14,7,1.2,2.7,7.6,4.8,8,8.7,1.7,7.8,10,5.1,5,5.4,10,-0.317026634,0.036363877,-0.159409951,0.744569161,0.280719814,0.730466013,1.216379218
GoNoGo Task,subject027,-8,9,1.7,6,10,9,9,9.7,1.7,9,10,4.5,5,3,9.7,-0.317026634,0.036363877,-0.159409951,1.121966474,0.357181943,1.431048759,1.501116399
GoNoGo Task,subject028,12,8,5,5,3,5,7,2,2,5,3,8,7,7,2,-0.317026634,0.036363877,-0.159409951,-0.189779872,0.882365336,-0.054145442,-0.205457243
GoNoGo Task,subject028,5,4,6,5,3,4,3,6,4,4,8,9,6,3,5,-0.317026634,0.036363877,-0.159409951,0.040105873,0.716612343,0.655043607,-1.107838051
GoNoGo Task,subject029,-6,8.4,1,7,4,1.7,1.2,1.9,1,8.6,8.1,1,4.5,5.7,2.6,-0.317026634,0.036363877,-0.159409951,0.243817277,-1.115810287,1.612379021,0.199031423
GoNoGo Task,subject029,-6,6,9,9,6,7,4.8,2,2,8.4,6.3,4.4,1,1.1,10,-0.317026634,0.036363877,-0.159409951,0.737280095,-0.092989775,0.974163743,-0.506998451
GoNoGo Task,subject030,-15,1,1,3,10,1,7.7,1.4,1,10,1,1,5.5,10,1,-0.317026634,0.036363877,-0.159409951,-0.831874338,-0.497893241,-0.667232936,2.96433836
GoNoGo Task,subject030,6,6,4,2,2,10,7.8,6,2,6,1,8,8,7,7,-0.317026634,0.036363877,-0.159409951,0.468610813,0.939412965,-0.967956821,-0.455684993
GoNoGo Task,subject031,13,9.2,1,8.7,9.1,6.4,1.3,10,7.9,3.8,8.6,2.2,1.7,5.2,1.8,-0.317026634,0.036363877,-0.159409951,-0.351514897,0.745030242,2.020664058,0.559807301
GoNoGo Task,subject031,14,4.5,1,7.4,9,2.6,1.7,9.7,2.8,1.7,2,7.3,6.2,3.1,3.6,-0.317026634,0.036363877,-0.159409951,-1.052399813,0.471164067,1.275290584,1.256228676
Friend Task,subject001,14,9.5,10,1,1,5,5.3,4.5,9,1.3,6.5,6.3,9,7,9.5,0.066232149,0.061472746,0.208836055,0.82364955,1.656613377,-1.234501038,-1.577737447
Friend Task,subject001,9,9.2,9.4,4.6,2.2,4.2,8.9,6.9,4,1,7.7,7.4,3.3,8.2,5.7,0.066232149,0.061472746,0.208836055,-0.009783121,2.072207463,-0.094528439,-1.33655442
Friend Task,subject002,13,8,9,1,10,7.9,6,7,2,3.8,5.6,8.9,9.2,6.7,8,0.066232149,0.061472746,0.208836055,0.951999987,1.025287001,-1.390607548,1.346508348
Friend Task,subject002,8,9,9.6,2.2,9.4,7.7,1,2,1.4,2.2,2.7,6.1,9.6,5.2,8.9,0.066232149,0.061472746,0.208836055,1.040851363,-0.162154862,-1.692482824,1.150381097
Friend Task,subject003,14,8.8,10,1.8,1,10,1.9,7.6,1.4,9,6,1,8.2,3.1,8.4,0.066232149,0.061472746,0.208836055,1.949259503,-0.532034423,-0.619986378,-1.652511477
Friend Task,subject003,11,8.4,10,2.4,1,10,1,8.8,1.5,9.1,7,1,9,4,9.9,0.066232149,0.061472746,0.208836055,2.251609975,-0.562428572,-0.449393205,-1.732694392
Friend Task,subject004,-10,7.3,9.7,1.3,8.8,9.3,1,9.5,4.9,9.7,8,2,10,2.8,10,0.066232149,0.061472746,0.208836055,2.078817324,-0.307636955,-0.62215068,0.519218085
Friend Task,subject004,8,9.4,9.8,1.3,9.6,9.4,1.3,9.5,2.2,9.3,8.5,2.9,10,1.8,10,0.066232149,0.061472746,0.208836055,2.210903144,-0.506574901,-0.464196251,0.816667703
Friend Task,subject005,12,10,8.9,1,8.3,9.2,1,1,1,9,10,1.6,8.3,1.9,10,0.066232149,0.061472746,0.208836055,2.319316844,-1.421808961,-0.895313342,0.699440911
Friend Task,subject005,11,8.8,9.2,1,8.7,10,2.6,1,2,7.5,10,4,6.9,2.2,10,0.066232149,0.061472746,0.208836055,1.98037581,-0.749391466,-1.089497193,0.616287662
Friend Task,subject006,-12,1,10,1,4,10,1,1,1,7.1,5.6,1.2,4.7,1,9.4,0.066232149,0.061472746,0.208836055,1.27540936,-1.345834545,-1.708849385,-0.919554975
Friend Task,subject006,-5,2.9,10,1,3.8,9.1,1,1,1,8.7,3,3,3.4,1.4,9.2,0.066232149,0.061472746,0.208836055,1.017741296,-1.057016486,-1.506596523,-0.809598221
Friend Task,subject007,9,1.9,10,1.2,8.7,7.7,1.5,2,1.5,10,8.3,10,10,4,10,0.066232149,0.061472746,0.208836055,1.780466229,-0.413957185,-1.21734286,0.742050792
Friend Task,subject007,5,5.6,10,4,1.7,10,2.2,1,2,10,8,7.3,10,5.5,10,0.066232149,0.061472746,0.208836055,2.245439144,-0.280296593,-0.654768592,-1.427533285
Friend Task,subject008,-7,7.6,1.5,4.1,8.5,10,4,5.8,6.1,9.8,7.2,8.2,8,3,9,0.066232149,0.061472746,0.208836055,1.161221043,0.346608904,0.683097992,1.028993722
Friend Task,subject008,-11,7.4,10,3.7,9.1,8.9,4,6.4,3.8,5.2,8.4,7.7,9.4,7.4,9.1,0.066232149,0.061472746,0.208836055,1.5626724,0.861578626,-0.802843883,0.616646524
Friend Task,subject009,11,9,10,5,1,10,1,1,3,10,10,1,8.6,5.9,10,0.066232149,0.061472746,0.208836055,2.616643932,-0.834278627,-0.261069358,-1.754947451
Friend Task,subject009,-7,8.2,10,2.9,2.1,10,1,1,1.4,10,10,1,8.7,9.3,10,0.066232149,0.061472746,0.208836055,2.731183218,-0.944014448,-1.084057855,-1.142714218
Friend Task,subject010,-8,4,8.8,1,5,7.3,4.4,7.9,1,8,8,7.2,3.8,3.3,10,0.066232149,0.061472746,0.208836055,1.054895995,0.234953322,-0.525038143,-0.521322702
Friend Task,subject010,-15,4.3,8.9,5.4,5,6.3,5,7,1,6.5,5.6,7.7,3.6,2.5,8.1,0.066232149,0.061472746,0.208836055,0.435748454,0.541441726,0.295506144,-0.632196009
Friend Task,subject011,-11,8,9.9,5.2,4.6,7.6,2.1,2.9,4.8,7.9,8.1,2.4,8,3.3,9.9,0.066232149,0.061472746,0.208836055,1.7373946,-0.267529005,-0.060297824,-0.753383645
Friend Task,subject011,-11,5.4,9.8,3.8,3.6,9.4,1.9,2.3,4.9,8.1,8.7,1,8.3,1.1,9.5,0.066232149,0.061472746,0.208836055,1.844957157,-0.707436115,-0.485680184,-1.171528194
Friend Task,subject012,5,10,10,1,10,10,1,1.3,1,10,7.4,1,10,1,10,0.066232149,0.061472746,0.208836055,2.403371675,-1.524543734,-1.196314258,1.262513554
Friend Task,subject012,9,10,10,1,10,10,1,1,1,9,8.4,1.5,10,1.6,10,0.066232149,0.061472746,0.208836055,2.420545187,-1.43130387,-1.252928759,1.207246772
Friend Task,subject013,-9,7.8,9.1,3.9,5.4,5.2,2.7,8.2,1.9,8,7.4,4.8,8,3.5,6.9,0.066232149,0.061472746,0.208836055,1.158209874,0.074265091,0.288547453,-0.272804088
Friend Task,subject013,-5,7.2,8.9,3.4,4.6,5.3,2.3,5.1,3.6,3.8,7.1,6.5,8.2,2.8,10,0.066232149,0.061472746,0.208836055,1.020175388,0.261438405,-0.272503853,-0.617370709
Friend Task,subject014,-13,7,10,1.7,2.4,8.4,1.1,2.7,1,9.6,9.5,3.3,10,4.6,9,0.066232149,0.061472746,0.208836055,2.321843408,-0.917627555,-0.832710393,-1.091183117
Friend Task,subject014,-7,6.1,9.2,2,1.6,9.5,1,4.4,1.5,8.8,8.8,2.9,9.4,3.6,9.2,0.066232149,0.061472746,0.208836055,2.156484959,-0.827193844,-0.698853518,-1.465891857
Friend Task,subject015,13,1.6,8.3,1,10,1,1.6,10,1,3.2,7.3,1,9,1.8,10,0.066232149,0.061472746,0.208836055,0.570578841,-0.775972183,-0.728727476,1.343147441
Friend Task,subject015,12,2.2,10,1,10,10,1,1,1,2.4,7.3,1,10,1,10,0.066232149,0.061472746,0.208836055,1.544091559,-1.401434198,-2.222892133,0.930777469
Friend Task,subject016,9,1.2,10,1.5,8.9,1.9,2.5,1.6,2.1,2.1,2.9,1,8.6,1,1.4,0.066232149,0.061472746,0.208836055,-0.478300213,-0.723176179,-1.634712625,1.082370597
Friend Task,subject016,9,3.8,8.9,2.2,2,2.2,1.4,2.2,2,2,7,2.4,8.7,2.7,8.2,0.066232149,0.061472746,0.208836055,0.633103639,-0.677851355,-0.882931808,-1.078512941
Friend Task,subject017,12,3.2,6.8,2.8,1,3.6,8,5,4.7,4,3.7,2.6,5,10,4.5,0.066232149,0.061472746,0.208836055,-0.286428718,1.081182848,-1.002757516,-0.952754468
Friend Task,subject017,-7,6,7.7,2,1,3,8.1,6,4.1,2,7,3.8,6,6.1,8,0.066232149,0.061472746,0.208836055,0.205407724,1.029676386,-0.651652156,-1.219687304
Friend Task,subject018,-8,7.8,9,3.7,4.1,8.1,2.3,3,2.2,8,8,2.6,7.5,7.4,8.1,0.066232149,0.061472746,0.208836055,1.730118563,-0.348679713,-0.63151199,-0.552251971
Friend Task,subject018,-11,8.2,9.2,2.8,4.5,9,3.7,2.7,2.2,7.3,8.1,3,6.9,7.2,9.1,0.066232149,0.061472746,0.208836055,1.759741115,-0.16290706,-0.960012067,-0.441189798
Friend Task,subject019,13,2,10,5.3,7.5,8.2,5.1,3.3,9,5.2,7.7,7.3,10,4.3,7.3,0.066232149,0.061472746,0.208836055,0.883437961,1.158581828,-0.660499188,-0.1236648
Friend Task,subject019,14,8.4,4.1,4.1,7.4,8.5,10,5.9,3.7,4.3,5,4.9,3.8,1,6.1,0.066232149,0.061472746,0.208836055,-0.058958056,0.911265469,0.181405275,0.622724302
Friend Task,subject020,-11,8.3,7.6,3.2,7.6,3.4,10,6.1,9.1,2.8,3,9,7,8.5,2.8,0.066232149,0.061472746,0.208836055,-0.698261023,2.700832571,-0.626187313,0.811968117
Friend Task,subject020,-15,4.2,4.4,2.7,2.4,9.6,7,10,6.3,10,8.6,9,1,10,4.4,0.066232149,0.061472746,0.208836055,0.395772674,1.859525636,0.237762299,-1.211653118
Friend Task,subject021,8,3.6,7.5,3.8,2.8,8.5,4.7,2.6,2.8,6.5,7.4,3.6,8.4,3,7.6,0.066232149,0.061472746,0.208836055,1.171701674,-0.264610691,-0.55230923,-0.963070577
Friend Task,subject021,-8,3.9,7.3,3.3,3.4,7.3,2.8,2,3.7,7.4,6.2,2.2,7.1,3.7,7.4,0.066232149,0.061472746,0.208836055,1.007418435,-0.527992262,-0.630248082,-0.692716317
Friend Task,subject022,-11,10,9.9,1.3,10,10,2,5.9,3.5,3.5,10,10,10,7.2,10,0.066232149,0.061472746,0.208836055,1.91798893,0.805887453,-1.243803658,0.80380088
Friend Task,subject022,5,10,10,1,10,6,1.9,3,1.5,9,7,4.5,10,1,9,0.066232149,0.061472746,0.208836055,1.725263214,-0.782945295,-0.736389534,1.370334865
Friend Task,subject023,-8,8.1,3.6,7.2,5,5.2,9.6,4.1,3.3,8.8,5.7,5.3,6.2,5.4,3.3,0.066232149,0.061472746,0.208836055,0.129130452,0.825006563,1.106533853,0.349359856
Friend Task,subject023,9,9,5.1,4,6.6,4.5,8.4,6,6.4,9,5.1,10,8.2,10,6.9,0.066232149,0.061472746,0.208836055,0.52514199,1.836121508,0.181170034,0.895347881
Friend Task,subject024,-5,10,10,1,9.6,6.7,3.3,9.4,2.3,2.5,2.9,2,7.1,6.8,8.8,0.066232149,0.061472746,0.208836055,0.807948276,0.438552331,-1.512289293,1.164740913
Friend Task,subject024,-11,9,10,1,9,7,7.9,7,4.5,2.5,8.9,1.9,3,9.5,7.8,0.066232149,0.061472746,0.208836055,0.727473371,1.200725957,-1.475408271,0.74881053
Friend Task,subject025,-9,6.8,7.5,3.6,4,7.8,3.4,6.7,2.2,3,5.4,3,6.4,3.1,7.4,0.066232149,0.061472746,0.208836055,0.680711151,0.06800907,-0.435744881,-0.734860482
Friend Task,subject025,13,7.2,7.2,4.3,6.8,3.7,4,4.1,4.5,6.6,3.1,3.1,5.4,3,6.8,0.066232149,0.061472746,0.208836055,0.14828437,0.129522353,-0.012578675,0.497369419
Friend Task,subject026,-7,4,10,1,10,8,2,2,2,8.2,10,3,8,5.2,10,0.066232149,0.061472746,0.208836055,1.896076725,-0.861961483,-1.495808721,1.105892931
Friend Task,subject026,-11,4,10,5,8,7,3,2.4,1,9.4,6.8,5.6,7,4.8,8.2,0.066232149,0.061472746,0.208836055,1.3202246,-0.373507879,-0.427032248,0.495217615
Friend Task,subject027,15,9.9,10,1,6.3,8.5,8,1,1,8.5,9.7,1.6,7.3,2.2,10,0.066232149,0.061472746,0.208836055,1.942883451,-0.479680081,-1.045644887,0.284271913
Friend Task,subject027,10,6.3,9.9,1,8.3,6.8,4.1,1.4,7.7,5.6,10,1,5.2,1.9,10,0.066232149,0.061472746,0.208836055,1.192247559,-0.081495335,-1.139238952,0.295755696
Friend Task,subject028,-13,4.8,3,2.1,2.2,7.9,7.1,9,8,6.1,3.6,6.9,2,3.7,4,0.066232149,0.061472746,0.208836055,-0.58720639,1.619763228,0.138339565,-1.068121814
Friend Task,subject028,-13,7,8,5,4,4,2,9,10,5,9,5,9,6,6.6,0.066232149,0.061472746,0.208836055,0.764360087,1.272581251,0.559899191,-1.019012541
Friend Task,subject029,-5,8,9.8,1,1,8.4,1.5,1,1,10,8.8,6.5,10,1,8.6,0.066232149,0.061472746,0.208836055,2.13933222,-0.814899946,-0.619534818,-1.517033988
Friend Task,subject029,13,10,9.7,1.9,1,8.9,1,1,1.8,9.5,6.7,5.6,10,1.3,8.8,0.066232149,0.061472746,0.208836055,2.080748325,-0.724353235,-0.54989658,-1.492721372
Friend Task,subject030,5,8,10,1,5.9,10,1,1,1,10,7,1,7.1,9.7,10,0.066232149,0.061472746,0.208836055,2.328475157,-0.979725295,-1.815934861,0.194507902
Friend Task,subject030,-7,10,10,1,5.4,10,1,1,6,8,6,1,3.2,7,10,0.066232149,0.061472746,0.208836055,1.632447511,-0.222410887,-1.517786026,-0.407179916
Friend Task,subject031,14,8.5,9.8,1.3,8.8,9.2,1.7,2.4,2,4.2,9,3.7,7.8,1.8,10,0.066232149,0.061472746,0.208836055,1.701843733,-0.630464134,-1.234949852,0.518791175
Friend Task,subject031,-6,7.8,9.8,1.6,7.6,9.5,2.6,2.5,2.2,7,3.1,3,9.4,1.9,9.2,0.066232149,0.061472746,0.208836055,1.467367249,-0.605866834,-1.456114776,0.576999941
Finger Tapping Task,subject001,-8,1.5,3.5,10,4.7,1,7.9,3.9,1.4,2.5,4.2,1,1.5,1,8,-0.090963611,-0.241336271,-0.170440706,-0.951691324,-0.096471391,1.395720046,-0.098713811
Finger Tapping Task,subject001,10,10,9.4,9.1,6,9.9,10,10,9.6,1.6,4.3,8.4,1.7,9.7,8.2,-0.090963611,-0.241336271,-0.170440706,0.019700546,3.420196238,0.396809511,-0.84004628
Finger Tapping Task,subject002,-8,6.6,1.8,4,3.3,2.8,6.5,8,1.7,4,1.9,8.6,7,9.2,7,-0.090963611,-0.241336271,-0.170440706,-0.318525388,1.109964102,0.196274643,0.264042024
Finger Tapping Task,subject002,9,7,5.8,2.8,7.9,4,7,7,1.6,2.4,2.4,7.9,7.3,8,4,-0.090963611,-0.241336271,-0.170440706,-0.373331187,1.194995848,-0.732794746,1.23352926
Finger Tapping Task,subject003,-15,2.9,1,2.3,1,1,2.1,7.2,5.7,4.6,2,7.4,4.3,6.5,8.8,-0.090963611,-0.241336271,-0.170440706,-0.644595276,0.628630772,0.223022799,-0.716112157
Finger Tapping Task,subject003,-7,8.3,1,5.9,1,7,1,8.9,2,8.2,4.3,8.2,5.3,7,3.9,-0.090963611,-0.241336271,-0.170440706,0.322843361,0.404078837,1.388685962,-1.069514831
Finger Tapping Task,subject004,5,1.6,2,1.6,2.9,3.6,1,10,1.7,1,3.3,2,6.8,3.1,2.2,-0.090963611,-0.241336271,-0.170440706,-0.73767118,-0.369335717,-0.277280727,-0.442842254
Finger Tapping Task,subject004,-5,2.5,4.2,3.8,6.7,7.9,2.9,8.2,2.5,1.8,3.8,2,5,1.3,9,-0.090963611,-0.241336271,-0.170440706,0.092927074,-0.287642813,-0.36114469,0.165877365
Finger Tapping Task,subject005,-6,6.6,1,9.4,1,1,4.3,1,7.2,4.5,7.1,1,4.8,3.8,2.1,-0.090963611,-0.241336271,-0.170440706,-0.616979186,0.104530823,1.920284456,-1.047878548
Finger Tapping Task,subject005,-5,8.6,1,10,1,6,1,1,2,8.4,8.4,1,6.8,3.6,7.3,-0.090963611,-0.241336271,-0.170440706,1.152730194,-1.231157493,2.029125143,-1.074939697
Finger Tapping Task,subject006,8,1,6.1,1,1,1,1,1,1,5,1,3.6,4.4,4.7,3,-0.090963611,-0.241336271,-0.170440706,-0.686151718,-0.715952395,-1.103222463,-0.788153706
Finger Tapping Task,subject006,8,1,1,1,1,1,1,1,1,1,1,1,3.6,1,8.3,-0.090963611,-0.241336271,-0.170440706,-0.874453458,-1.39306469,-0.744840415,-0.521193626
Finger Tapping Task,subject007,-11,1.4,1,7,1.1,1.7,1.7,2,1.5,9.7,5.6,1.5,5.3,5,3.8,-0.090963611,-0.241336271,-0.170440706,-0.031098661,-1.171458047,1.248412209,-0.629640423
Finger Tapping Task,subject007,5,5.3,1.6,10,1.5,6.7,2.2,6,4.2,7.2,5,4,5.2,5.7,8.6,-0.090963611,-0.241336271,-0.170440706,0.524882319,0.050246314,1.736060618,-1.176194479
Finger Tapping Task,subject008,-15,8.7,3.3,7.4,6.9,3.7,3.4,3.4,3.6,8,3.9,5.3,7.5,7.5,6.2,-0.090963611,-0.241336271,-0.170440706,0.405585627,0.172681505,0.906314091,0.993131889
Finger Tapping Task,subject008,-11,7.4,3.2,7.3,3.3,5.4,3.3,4,3.2,7.9,4.6,3.9,8,7.9,5.4,-0.090963611,-0.241336271,-0.170440706,0.621990522,0.029372875,0.793693241,-0.176314274
Finger Tapping Task,subject009,-15,1.9,1,1,1,1,1.8,3.6,8.4,1.8,1,1,1.6,1.2,1,-0.090963611,-0.241336271,-0.170440706,-1.847114512,0.029308454,-0.246165675,-0.957151725
Finger Tapping Task,subject009,12,2.4,1,1.1,1,1,7,2.7,3.1,1,1,1.2,2.3,1,3.9,-0.090963611,-0.241336271,-0.170440706,-1.601932293,-0.135507098,-0.487269571,-0.482851063
Finger Tapping Task,subject010,6,1,1,1.1,5.4,1.8,1.7,10,1,10,1,1.6,2.9,1.9,5.2,-0.090963611,-0.241336271,-0.170440706,-0.63815205,-0.938477292,0.371565245,0.758763374
Finger Tapping Task,subject010,-11,8.5,1.6,1,5,1.2,1,10,1,10,10,2.1,2.1,1.5,4.9,-0.090963611,-0.241336271,-0.170440706,0.306458833,-0.890778797,1.463832128,0.23298148
Finger Tapping Task,subject011,-14,3.3,1.9,4,8.5,4.8,4.5,1.1,2.4,4.2,7.2,3,7.4,2.3,9.4,-0.090963611,-0.241336271,-0.170440706,0.418472761,-0.840600269,-0.119652943,1.404392086
Finger Tapping Task,subject011,11,3.7,4.2,3.5,5.6,2.8,4.9,4,4.9,4.7,6,6.2,7.4,3.9,8.2,-0.090963611,-0.241336271,-0.170440706,0.089836392,0.348483551,0.004637935,0.351497129
Finger Tapping Task,subject012,6,8.8,1,1,5.4,1.2,1,1,1.1,5.5,2.2,3.2,10,6.3,3.3,-0.090963611,-0.241336271,-0.170440706,0.007076734,-0.999736033,-0.500217918,1.381413367
Finger Tapping Task,subject012,13,8.6,1,3.4,5.5,4.7,1,1,1,7.5,4.5,3.9,8,4,6.8,-0.090963611,-0.241336271,-0.170440706,0.663747669,-1.16041553,0.249116427,0.893611319
Finger Tapping Task,subject013,7,3.2,6.2,4.6,6.1,5,2.9,8.5,1.7,4.7,5.8,1,6.4,7.3,6.9,-0.090963611,-0.241336271,-0.170440706,0.492976648,-0.161098117,-0.251136284,0.220601259
Finger Tapping Task,subject013,11,6,6.8,6.2,5,3.2,8,7.1,3.1,2.2,7.3,5.3,5.1,7.1,6,-0.090963611,-0.241336271,-0.170440706,-0.083142314,1.253971601,0.347746746,-0.201475613
Finger Tapping Task,subject014,15,2.2,7.9,7.9,6.8,3.3,3.7,8,4.8,5.2,3.4,8,5,3.6,7.7,-0.090963611,-0.241336271,-0.170440706,-0.249367748,1.030535268,0.780305804,-0.075309195
Finger Tapping Task,subject014,5,5.8,8.3,3.7,4,8.2,7.4,9.5,3,5.4,7,4,6.2,5.9,8.6,-0.090963611,-0.241336271,-0.170440706,0.94517817,0.933937723,-0.343577219,-0.727880319
Finger Tapping Task,subject015,-10,10,1,1,10,1,9,4,7,1,1,2,5.5,3.7,4.9,-0.090963611,-0.241336271,-0.170440706,-1.233810239,0.857858573,-0.531106993,2.462552764
Finger Tapping Task,subject015,-7,8.9,1,1,10,1,7.7,5.2,8,1,1.1,1,5,8.5,1,-0.090963611,-0.241336271,-0.170440706,-1.482611868,1.146715878,-0.811386345,2.448252922
Finger Tapping Task,subject016,14,8.1,3.6,1.5,2.1,2.7,7.6,8,2,7,4.7,3,9.1,7.8,8,-0.090963611,-0.241336271,-0.170440706,0.607628098,0.392392809,-0.166874582,0.032734928
Finger Tapping Task,subject016,10,7.3,5.2,1.7,2.7,3.4,8.2,6.9,4.4,2.9,8,7,5.7,5.9,7.9,-0.090963611,-0.241336271,-0.170440706,0.155051001,1.303707859,-0.152377785,-0.59609499
Finger Tapping Task,subject017,-11,8.8,5.3,2,5,1,4.9,5.1,6.3,7.8,2,5,7.7,2,3,-0.090963611,-0.241336271,-0.170440706,-0.378752737,0.574024035,0.238468473,0.447884878
