Task_name,Participant #,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Zero-Back Task,subject016,12,7,1.9,2,4,3,7.5,4,2,3,1,5,4,1,7.5,1,8,0.092938821,-0.060981931,-0.389395513,-0.22057,-1.37438,-0.2317,0.9693
Zero-Back Task,subject016,-13,7,1,2,5,1,4.5,1,1.5,1.5,1,1.5,1.5,1,4.5,1,2,0.092938821,-0.060981931,-0.389395513,-1.33812,-1.56505,-0.95916,0.16505
One-Back Task,subject016,15,2,1,5,9,1,6,8,1,1,1,8,6.5,1,5,1,7,-0.009918255,-0.030028992,-0.537272264,0.24076,-2.0927,0.2112,0.29406
One-Back Task,subject016,-13,8,1,2,9,1,7,8,2,1,1,9,8.5,1,6,1,8,-0.009918255,-0.030028992,-0.537272264,0.92884,-2.0485,0.43691,0.68596
One-Back Task,subject016,-9,6,1,1,8,1,1.5,7,1,2,1,8,8,1,7,1,7,-0.009918255,-0.030028992,-0.537272264,0.57492,-2.06067,-0.15702,0.68024
Two-Back Task-scenes,subject016,-6,7,1,1,3.5,1,9.5,6,3,1,1,4.5,1,1,5,1,6,-0.130999829,0.464204275,-0.426960277,-0.96172,-1.66564,0.14746,0.47232
Two-Back Task-scenes,subject016,10,5.1,1,1,4,1.5,9,7,2,2,1,4.5,3,1,5.5,1,5,-0.130999829,0.464204275,-0.426960277,-0.87701,-1.64488,0.13841,0.65257
Two-Back Task-faces,subject016,-5,6,7,1,4,1,9.5,8,1,1,1,5.5,5,1,5.5,1,3,-0.025340712,0.386745896,-0.434225517,-0.8457,-1.71894,0.76453,0.93543
Two-Back Task-faces,subject016,-6,6,9,1,7,1,8,6,1,1,1,5,4,1,5.5,1,3,-0.025340712,0.386745896,-0.434225517,-1.0421,-1.80524,1.03273,0.64413
Movie Task-incept,subject016,11,3,4.5,1,5.5,5.5,6,1,1.5,1,1,3,1,1,5,1,3.5,-0.293453447,0.376771714,0.156545561,-1.81691,-1.31595,-0.18341,0.80462
Movie Task-incept,subject016,11,3,4.5,1,5.5,5.5,6,1,1.5,1,1,3,1,1,5,1,3.5,-0.293453447,0.376771714,0.156545561,-1.81691,-1.31595,-0.18341,0.80462
Movie Task-bridge,subject016,-9,3,5,1,4.5,2,6,2,1,1.5,1,2.5,3,1,4.5,1,1.6,-0.055046289,0.280933569,0.317858122,-1.75228,-1.52276,-0.28074,0.61344
Movie Task-bridge,subject016,-9,3,5,1,4.5,2,6,2,1,1.5,1,2.5,3,1,4.5,1,1.6,-0.055046289,0.280933569,0.317858122,-1.75228,-1.52276,-0.28074,0.61344
Memory Task,subject016,-14,9,3,1,4,1,6.5,9,1.1,1,1,7,7.5,1,4,8,9,-0.036691414,0.115884583,0.323863964,0.50965,-1.52399,0.53487,0.74298
Memory Task,subject016,7,8,8,1,6.5,1,6,10,2.5,1.3,1,7,6.5,1,8,7,9.5,-0.036691414,0.115884583,0.323863964,0.31056,-1.3724,1.39504,1.11788
Memory Task,subject016,-6,5.5,9,1,4.5,9.5,8.5,10,3.5,1,1.3,4,7,1,3,3,10,-0.036691414,0.115884583,0.323863964,-0.73685,-0.8476,1.85717,0.75775
Reading Task,subject016,-13,6,1,1,10,1,1,1,1,1,1,3,5,1,4.5,1.1,1,-0.19586954,-0.014883893,0.326889586,-0.87276,-1.87336,-0.81415,0.13954
Reading Task,subject016,11,7,1,1,5,1,7.5,1,4,2.5,1,5.5,4,6,5.5,3,1,-0.19586954,-0.014883893,0.326889586,-0.80121,-0.69522,-1.07836,0.62792
Reading Task,subject016,8,8,3,1,2.5,1,4,1.5,6,1.5,1,1,1,2,5,3,1.5,-0.19586954,-0.014883893,0.326889586,-1.76488,-0.75681,-0.88146,0.17693
You Task,subject016,-15,7.5,1,1,6.5,1,1.5,4,1,3,1.5,5.5,6,1,5,9,3,-0.068702623,0.051618542,0.14160951,-0.14031,-1.16591,-0.73972,0.51949
You Task,subject016,5,8,2.5,1,8,1,5,3,1.5,2,1.6,4,3.5,1,4.5,9,5,-0.068702623,0.051618542,0.14160951,-0.54583,-1.19367,-0.01253,0.39094
You Task,subject016,11,7.5,1,1,5.5,1,1.1,2,2,2,1,2,2.5,1,4.5,9,6,-0.068702623,0.051618542,0.14160951,-0.80914,-1.1348,-0.69872,0.1997
Friend Task,subject016,-5,8.5,10,1,6,1,1,4,1,2,1,6,3.5,1,8,1,6,0.066229557,0.061472443,0.208842324,-0.41779,-1.77523,0.4019,0.63151
Friend Task,subject016,14,8,10,1,6.1,1,1,4.5,1,2.7,1,4.5,3.1,1,8,1,8,0.066229557,0.061472443,0.208842324,-0.50176,-1.77106,0.66633,0.43275
Friend Task,subject016,14,7.6,10,1,4.7,1,1,4.1,1,2.5,1,6,6.6,1,8.4,1,7.4,0.066229557,0.061472443,0.208842324,-0.06682,-1.66071,0.25589,0.935
Easy Math Task,subject016,-13,6.1,1,6.9,2.4,1,1,1,1,1,1.1,4,5,1,5,1,8,-0.124954138,0.332221971,-0.020870498,0.07831,-1.54601,-1.69004,0.2142
Easy Math Task,subject016,-7,6.5,1,7.2,3.7,1,1,1,1.4,1,1,4.6,3.4,1,4,1.4,8.1,-0.124954138,0.332221971,-0.020870498,0.0048,-1.64269,-1.46067,-0.20714
Easy Math Task,subject016,-10,7,1,6.9,5.1,1,1,1,1.5,1,1,6,6,1,4.6,2.1,7.5,-0.124954138,0.332221971,-0.020870498,0.47557,-1.60046,-1.47707,0.08495
Hard Math Task,subject016,13,6.6,1,6.2,6,1,1,1.2,1,1,1,5.5,5.3,1,5,1,7.5,-0.275798122,0.402380589,-0.407389088,0.30777,-1.77608,-1.29088,0.08414
Hard Math Task,subject016,-9,6.7,1,6.6,5.8,1,1,1.1,1,1,1,5.8,6.9,1,3.6,1,8,-0.275798122,0.402380589,-0.407389088,0.51827,-1.8118,-1.30969,-0.1117
Hard Math Task,subject016,-13,5.1,1,7.5,5.8,1,1,1,1,1,1,5.1,5.8,1,4.6,1,6.8,-0.275798122,0.402380589,-0.407389088,0.21371,-1.69257,-1.47474,0.01325
GoNoGo Task,subject016,-14,4.8,1,1,2.7,1,4.1,1,1,1,1,2.7,2,1,4.5,1,1,-0.31702636,0.036362577,-0.159410417,-1.5524,-1.59754,-1.25538,0.56975
GoNoGo Task,subject016,-15,5.9,1.8,1,4.5,2.7,3.5,1,1.3,1,1,3.1,4,1,4.7,1,1,-0.31702636,0.036362577,-0.159410417,-1.20938,-1.45901,-1.09481,0.68253
GoNoGo Task,subject016,9,4,1,1,4,1,3.1,1,1,1,1,2.2,2.9,1,4,1,3,-0.31702636,0.036362577,-0.159410417,-1.42233,-1.70833,-1.04041,0.36139
Finger Tapping Task,subject016,-15,5.3,1.4,1,3.1,1,2.5,1,1.1,1,1,3,1.8,1,4.4,1,2.2,-0.090963574,-0.241336366,-0.170440839,-1.40973,-1.67554,-1.18542,0.38329
Finger Tapping Task,subject016,-14,5.2,1,1,2.7,1,2.7,1,1,1.8,1,2.3,2.8,1,4.3,1,2.4,-0.090963574,-0.241336366,-0.170440839,-1.34797,-1.60259,-1.25268,0.35752
Finger Tapping Task,subject016,9,3.4,1.2,1,4.1,1,4.3,1,1,2.7,1,2.9,2.2,1,4.7,1,2,-0.090963574,-0.241336366,-0.170440839,-1.50919,-1.6177,-0.96934,0.3576
