Task_name,Participant #,Runtime_mod,Absorption_response,Other_response,Problem_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient 1,Gradient 2,Gradient 3
Reading Task,subject027,-13,7.8,1.3,1,8.8,5.4,4.9,6.1,1,4.6,10,6.5,5,1.4,10,-0.19586954,-0.014883893,0.326889586
Reading Task,subject027,14,8.7,2.4,2.2,9.6,8.4,9.4,9,2,7.5,9.9,1.5,6.1,6.4,8,-0.19586954,-0.014883893,0.326889586
Reading Task,subject028,6,7,10,2,4,2,3,5,6,10,8,9,4,7,2,-0.19586954,-0.014883893,0.326889586
Reading Task,subject028,9,7,10,3,6,2,6,9,3,6,3,5,6,4,4,-0.19586954,-0.014883893,0.326889586
Reading Task,subject029,14,10,1,1,1,1,1,1,1,5.9,7,1,5.8,1,1,-0.19586954,-0.014883893,0.326889586
Reading Task,subject029,-13,6,6,5.8,1,10,4,3.7,4.5,3,10,6.9,2.9,5.7,4.8,-0.19586954,-0.014883893,0.326889586
Reading Task,subject030,7,1.7,1,1,10,7.8,2.3,1,5.2,3,2,1,7.3,1,1,-0.19586954,-0.014883893,0.326889586
Reading Task,subject030,6,9.2,9,1,10,10,10,1,10,2.4,9,1,1,7.6,9.7,-0.19586954,-0.014883893,0.326889586
Reading Task,subject031,-8,3.5,8.4,7,9,2.2,2.7,2.3,6.4,2.6,1.6,5.3,4.7,1.6,7.1,-0.19586954,-0.014883893,0.326889586
Reading Task,subject031,-8,4.1,7.8,1.4,6.2,6.3,3.6,9,4.4,3.4,2.6,2.3,8.5,1,4.4,-0.19586954,-0.014883893,0.326889586
One-Back Task,subject001,9,6.8,9,2.2,7.9,2.1,10,5.9,7.6,1.8,1,7,2,2.6,7.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject001,6,7.3,8.1,1.2,10,2.6,9.6,1.9,1.7,1.9,1.3,6.6,1.9,6.9,3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject002,-11,8,1,8.5,10,2.5,3,2.9,7,8.4,1.8,5,8.5,1.6,8.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject002,15,7,3.2,2.4,10,7.1,6.2,6,1,7.2,8,7,8.7,4.1,4,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject003,14,5.1,1,8.1,1,1,4.5,10,1,1,2.8,5.3,3.7,1,1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject003,7,8.5,1,7.2,1,1,2.2,10,1,7.3,6.6,6.7,6.6,4.7,2.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject004,9,4,6.6,7.4,7.7,3.1,2.8,6.9,1.5,2.8,4.8,6,5.4,3,2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject004,-5,1.9,5.9,7.2,7.8,6.4,1.6,8.2,1.4,1.7,6.3,5.6,5.1,2,2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject005,-13,10,1,10,2.8,6.5,1,1,1,8.3,10,1.7,6.6,1,6.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject005,-14,10,1,10,3.6,3.8,1,1,1,8.7,10,3,7.5,1,8.3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject006,-11,9,2.5,8,8.2,8.3,2.6,1,1,4.4,1,1,5,1.3,1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject006,11,1.6,1,2,9.8,8.3,3.4,1,1,3.2,1.2,1.7,5.4,4.3,4.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject007,7,7.9,7.2,8.9,2.3,5.6,8,6.4,5.4,3.8,3.8,7.9,4,8.1,6.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject007,12,2.6,2.8,5.7,1,2.5,1.8,5.1,2.6,8.4,2,5,5.6,2,3.1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject008,-13,9.4,1.9,2.5,1.3,8.7,1,1,4.9,10,8.5,1.5,4.9,2.6,8.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject008,6,9,1.9,8,5.3,2,1,2.1,5.7,8.8,7.3,7.6,5.1,2.7,2.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject009,10,6.4,1,4.9,1,1,1.7,8.3,6.6,4,1,1,5.1,1,1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject009,-5,1,1,5.6,1,6.5,1.8,2.4,3.8,1.8,4.2,1,6.4,1,7.3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject010,-13,2.5,2.2,4,5.2,3.4,4.3,9.9,1,6.1,8.8,5.9,4.6,3.4,2.4,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject010,10,3.1,2,3,5.4,9,10,4,5,4,8,6,10,9,8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject011,9,6.7,1.7,6.2,9.2,2.9,2.6,1.7,6.7,8.1,4.7,6.9,8.2,1,5.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject011,10,3.2,1,7.2,10,1,1,1.1,1,8,8.6,1.8,8.4,1,10,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject012,-7,10,1,1,5.1,8,1,1,1,10,9,5.5,7.2,1,8.3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject012,-6,9.4,1,1,5.1,8.5,1,1,1,9.4,9.6,8.2,7.1,1,7.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject013,-6,4.4,6,7.6,7.9,2.9,2.7,8.9,3,2.7,7.6,5.4,6.1,5,2.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject013,11,5.1,7,7.6,6.2,1.6,6.4,8.2,2,2.3,8,6.6,5.7,4.4,4.5,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject014,-5,7.4,1.6,9.6,1.4,1.3,1.2,9.4,2.8,10,9.4,1,5.1,1.3,9.7,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject014,13,8.6,1,8,1.9,7.6,1.9,8.6,1.5,9.6,9.4,8,5.4,3.3,9.4,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject015,7,2.5,6,1,10,3.1,3.2,1,2.7,1,1,2.7,5.1,3.1,5.1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject015,7,7,7.6,1,10,1.4,1.4,7.1,2.6,1,1.1,10,5.5,7.1,6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject016,-15,5.9,3.5,1,8.2,1.7,7,7,3.7,5.1,5.3,2.9,7.1,6.1,7.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject016,10,7.9,3.3,1,8.9,2.8,8.2,6.7,4,4,3.3,8,3,8.9,7.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject017,-5,3,3,1.1,1,3,2.1,2.8,4.9,8.5,7,2.5,7,3,7.5,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject017,-6,4,4.1,3.5,2.7,5.2,5,5.2,3.3,7,4.8,9,5.5,3.8,3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject018,15,6.5,2,5,9,7.5,2.5,2.5,1,8,6.5,3,9,2,8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject018,-8,6,2,4,9,5,4,3,2,7.5,6,2.5,8,3,8.5,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject019,-5,2,1,1,10,2.7,1.1,1.5,6.7,5.6,2.1,4.5,1,10,5.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject019,12,7,3.3,2.8,8,7.8,6.5,6.3,6.1,2.9,5,2.4,4.5,2,4.1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject020,9,7.2,2.3,7,2.7,8.1,9.3,8.1,6,2.3,5.2,7.9,2.3,5,5.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject020,-13,8,4.4,6.4,2.4,7,7.9,6.7,7.5,3.4,2.9,6,5.8,2,2.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject021,-10,10,5.4,10,3.5,1.7,10,2.8,3.4,3.5,2,8,3.4,5.7,3.1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject021,-12,6,5.7,6.8,2.5,7.6,6,7.5,4,4.7,6.7,5.6,5.4,6.5,6.8,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject022,13,2.2,1.6,6,1,1,1.7,1.4,2.3,2,10,2.4,6.7,1.6,3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject022,11,9.4,2.6,1.5,2.6,3,1,1,3.2,9.1,10,1,10,3.9,2.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject023,-14,1.2,2,2.2,3.2,1.8,1,1,1,1,1.6,1,5.4,3.4,4.7,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject023,10,3.6,7,7,9,2.8,3.4,4.9,5.9,6,9,3,5.7,2.9,6.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject024,13,9,5.9,7.1,8.4,1,8.8,8.6,7.5,8.9,3,7,5.8,1.8,1.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject024,-5,9.8,1,9.4,9.7,7.2,10,1.5,1,10,9.2,10,2.7,10,8.5,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject025,10,8.5,2.3,2.3,2.7,1.5,7,2.3,1.9,1,1,1.9,5,1.9,9.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject025,13,7.5,3.2,2.9,2.2,2.4,6.3,6.4,4.8,2.6,4.1,3.2,5.9,6.6,2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject026,-13,1,3.6,5.4,1,1,2,1.6,1,9.2,5,1,8,8.6,1.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject026,-14,5.4,6,4.8,8.2,4.6,6,6,2,7.8,3.6,2,9,5,7.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject027,7,10,1,10,10,1,1,1,1,10,10,1.2,5,1.7,2.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject027,14,9,1,7.7,10,1.8,5.9,2.4,2.6,8.9,9.9,1,5.6,3.7,9.1,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject028,-10,7,6.4,7.6,8,2,6.3,6.3,3.4,7,5.6,1.4,3.4,6.9,5.9,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject028,13,7.1,6.8,7,6.6,9.9,10,4,3,7.9,7.8,5,3,3,7.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject029,-10,6,2,2,7,4,5,10,9,6,6,8,4,5,4,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject029,5,5,7,2,5,9,2,7,10,7,6,6,2,9,3,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject030,11,10,9.3,10,6,2.3,8.9,5.7,6.2,8,3.7,6.6,1.7,9.1,9.4,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject030,-10,6,8,4.1,5.7,10,8,3,9,3.8,1.1,2.3,4.8,9.3,2.6,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject031,-15,9.5,1,9.2,1.7,1,2,10,2.7,10,8.8,1,8.8,1,9.2,-0.009917203,-0.030030693,-0.537271814
One-Back Task,subject031,11,9.2,1,8.8,2.7,9.7,1.4,10,1.7,9.3,9.3,1.9,9.2,1.3,1.6,-0.009917203,-0.030030693,-0.537271814
Movie Task,subject001,12,5.2,5.2,1.8,2.6,7.8,7.1,6.6,3.8,6.9,4.6,1,6.6,1.1,6.7,-0.304622372,0.279657292,0.266021512
Movie Task,subject001,-7,6.9,4.9,1,5.1,1.8,1.7,1.1,1,5,7.9,2,10,2.4,7.9,-0.304622372,0.279657292,0.266021512
Movie Task,subject002,14,7.7,7.5,1,9.9,3.8,6.3,7.2,1,3.5,2,7.7,8.8,9,2.2,-0.304622372,0.279657292,0.266021512
Movie Task,subject002,5,2.7,4.8,6.2,10,2.9,6.1,3.1,1.5,3.6,2,7.4,2.3,4.2,3.5,-0.304622372,0.279657292,0.266021512
Movie Task,subject003,-14,8.1,8.4,2.6,1,7.1,1.7,7.9,2,2.4,3.9,4.8,9.1,2,1.2,-0.304622372,0.279657292,0.266021512
Movie Task,subject003,15,7.7,8.4,6.9,1,7,1,8.6,2,3.1,3.1,3.8,3,7,4.1,-0.304622372,0.279657292,0.266021512
Movie Task,subject004,-9,5,2.9,2.2,5,6.8,4.7,3.1,8.4,5,7.5,4.1,10,2,7,-0.304622372,0.279657292,0.266021512
Movie Task,subject004,15,1.6,10,6.3,1,6.7,1.6,9.4,2.1,8.3,4.7,5.4,4.3,2,5.5,-0.304622372,0.279657292,0.266021512
Movie Task,subject005,-12,6.7,1,1,3.5,2.4,2.5,1,3,3.7,3,4.3,5.7,1.9,4.6,-0.304622372,0.279657292,0.266021512
Movie Task,subject005,9,8.1,3.3,1,1,4.1,1,1,1,2.8,6.1,1.9,7.1,1.8,5,-0.304622372,0.279657292,0.266021512
Movie Task,subject006,-9,1.3,10,1,8.1,9.5,5.2,7.3,3.3,3,4.6,3.7,1,5.4,8.8,-0.304622372,0.279657292,0.266021512
Movie Task,subject006,-14,1,8.7,2,4,1.2,1,5.5,1.1,1,3,4,2.5,5.8,5.8,-0.304622372,0.279657292,0.266021512
Movie Task,subject007,5,4.4,6.1,3.3,2.3,2,7,6.5,7,3,2.1,5.9,7.1,5.4,7.8,-0.304622372,0.279657292,0.266021512
Movie Task,subject007,-5,5.8,1,1.5,1.3,1.2,1,1.3,1,3,9.7,5,8,1,10,-0.304622372,0.279657292,0.266021512
Movie Task,subject008,-9,7.8,7.8,3.8,7.8,7.9,3,3.7,5.2,8.2,7.7,7.2,7.6,3,8,-0.304622372,0.279657292,0.266021512
Movie Task,subject008,12,10,10,6.6,4.8,6.3,1,1,2.9,9.9,8.2,10,8,4.4,5.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject009,-12,2.3,1.4,2.3,1,1,4,6.2,2.9,4.3,7,8,5.2,1.6,1.7,-0.304622372,0.279657292,0.266021512
Movie Task,subject009,-10,7.3,7.5,1.4,1.3,8.9,1.7,1.2,1.4,4,6.5,6.4,7.1,6.4,6.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject010,6,10,2.6,1.7,5.4,1.1,9.2,10,10,1,4.5,10,1,10,7.7,-0.304622372,0.279657292,0.266021512
Movie Task,subject010,9,1,1,1,5.7,7,1,10,1,5.6,4,1,10,2.4,10,-0.304622372,0.279657292,0.266021512
Movie Task,subject011,9,4.9,4.2,4.1,4.5,4.8,6.3,2.8,5.2,3.8,5.4,4.4,6.6,2.9,7.3,-0.304622372,0.279657292,0.266021512
Movie Task,subject011,7,3.9,7.1,2.2,1.7,6,4.6,4,6.3,4.5,4,3.3,7.5,3.8,6.9,-0.304622372,0.279657292,0.266021512
Movie Task,subject012,-12,8,1,1,3,2,4.5,5.2,1,6.1,7,4.8,10,1,8.2,-0.304622372,0.279657292,0.266021512
Movie Task,subject012,8,10,10,1,1,1,1,1,1,5.7,7.9,10,10,8,2,-0.304622372,0.279657292,0.266021512
Movie Task,subject013,-5,4.7,2.2,2.7,6.8,4.6,3,6.3,4.1,7,3.1,3.9,6.9,3.1,4.7,-0.304622372,0.279657292,0.266021512
Movie Task,subject013,15,6.7,2.5,1.1,7.3,5.7,2,9,3.4,1.9,3.3,3.5,7,5.5,5.9,-0.304622372,0.279657292,0.266021512
Movie Task,subject014,-8,5.2,4,2.1,7.5,2.9,7.2,2,2.9,2.2,4.3,3.7,5.6,2.2,8,-0.304622372,0.279657292,0.266021512
Movie Task,subject014,-7,8.8,9.6,7.7,1,1,1,1.9,7.2,1.3,8.6,1.5,1,1,1.9,-0.304622372,0.279657292,0.266021512
Movie Task,subject015,-12,3.9,9,1,10,1,8.9,5.9,8.5,1,1,10,5.8,5.3,6.1,-0.304622372,0.279657292,0.266021512
Movie Task,subject015,13,10,5.7,1,10,5.5,10,10,10,1,1,5.6,5.3,5.4,5,-0.304622372,0.279657292,0.266021512
Movie Task,subject016,15,7.3,3.1,3.1,1.8,3.1,2.1,1.4,2.4,8.1,6.4,3.2,7.6,2.6,5.6,-0.304622372,0.279657292,0.266021512
Movie Task,subject016,-12,3.2,9,2.4,2.2,1.6,2.1,2.4,3.7,3,2.6,1.9,7.6,2.5,1.9,-0.304622372,0.279657292,0.266021512
Movie Task,subject017,-9,8,4,3,1,6,7.6,6.6,4.5,3,6.1,8,10,4.1,5,-0.304622372,0.279657292,0.266021512
Movie Task,subject017,-5,10,1.7,1,1,1,1,1.4,1,7,10,1,2,1,2,-0.304622372,0.279657292,0.266021512
Movie Task,subject018,-14,8.1,2.4,1.9,4,8,4.7,3,1.7,2.2,6.5,2.8,8,2.4,7,-0.304622372,0.279657292,0.266021512
Movie Task,subject018,-12,8.2,9.4,3.5,5.2,5.3,3.2,2.9,3,3.1,8.1,8.8,7,9.6,5.2,-0.304622372,0.279657292,0.266021512
Movie Task,subject019,-14,1.6,8,1,8.5,7.6,2.6,7.6,8.3,4.3,3.8,3.9,7.4,6.8,5.3,-0.304622372,0.279657292,0.266021512
Movie Task,subject019,6,3,10,3,1.8,2.5,6.2,7.8,6.1,2,1,8,7.3,9,7.5,-0.304622372,0.279657292,0.266021512
Movie Task,subject020,10,8,8.3,2.4,2.3,8,8.7,7.4,2.8,5.7,2.2,3.9,4.2,8.4,2,-0.304622372,0.279657292,0.266021512
Movie Task,subject020,14,7.7,7,2.9,3,7.1,2.8,5.9,3.9,2,6,3.5,7.3,3.8,9.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject021,-14,2.5,4.5,3.4,5.8,3.9,2.3,3,1.7,4.9,3.5,5.3,5.7,3,4.1,-0.304622372,0.279657292,0.266021512
Movie Task,subject021,-15,4.9,3.9,7.5,3.7,5.9,6.5,2.6,5.8,7.5,5.6,6.7,6.7,9,8.3,-0.304622372,0.279657292,0.266021512
Movie Task,subject022,-7,10,3.4,1,1.5,2.7,10,10,3.2,8.4,8.8,3.5,8.8,10,4.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject022,-15,10,7.1,1.5,2,3.7,10,10,1,4.4,2.8,9,4.6,10,4.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject023,-9,5,4.3,7.1,2.7,7.6,5.4,6.8,4.5,4.7,7.8,6.6,9.4,6.3,5.1,-0.304622372,0.279657292,0.266021512
Movie Task,subject023,8,7.8,6.8,6.9,8.5,10,10,7,6.1,4.1,7.9,7.6,5.7,2.8,3.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject024,-10,10,9.4,1,6.6,1.3,10,1.1,9.2,1.8,10,8.5,1,1,1.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject024,-9,8.8,10,2,10,4,9,1.9,1.9,8.1,4.1,2.3,3,1,10,-0.304622372,0.279657292,0.266021512
Movie Task,subject025,8,4.2,8.4,4,4,7,6.8,4,5.6,7.8,3.4,3.9,6.8,2.6,6.8,-0.304622372,0.279657292,0.266021512
Movie Task,subject025,9,6.8,7,4,7.1,3.9,4.7,4.5,4,4.1,4.1,4.6,6.3,4.7,3.8,-0.304622372,0.279657292,0.266021512
Movie Task,subject026,-11,10,3.8,1.1,3,3,1,1,1,5,3,1,10,1,3,-0.304622372,0.279657292,0.266021512
Movie Task,subject026,-10,5.8,10,6.2,2.2,6,1,5.8,1,8,7,6.4,10,7.8,2.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject027,7,5.3,1,1,10,8.7,2,1.7,1.2,10,10,1,8.3,7.8,9.1,-0.304622372,0.279657292,0.266021512
Movie Task,subject027,6,7.2,1,1.6,10,7.1,1.5,1.3,1,5.7,10,1.2,5.3,7.7,9,-0.304622372,0.279657292,0.266021512
Movie Task,subject028,-9,6.9,3.5,2,3,3.4,2.7,6.6,3.3,3.9,7.3,3.4,8.9,6.2,8.4,-0.304622372,0.279657292,0.266021512
Movie Task,subject028,12,5.8,5.5,9.8,8.9,5.3,6.2,3.7,4.9,6,5.8,3.6,6.5,6.2,6.6,-0.304622372,0.279657292,0.266021512
Movie Task,subject029,-8,7,7,7,8,9,2,4,4,6,7,9,9,7,7,-0.304622372,0.279657292,0.266021512
Movie Task,subject029,6,7,9,6,4,5,7,8,6,4,9,10,3,2,4,-0.304622372,0.279657292,0.266021512
Movie Task,subject030,11,7,3,9.6,7,8,7.1,7,1,10,9,8,10,10,8,-0.304622372,0.279657292,0.266021512
Movie Task,subject030,-5,5.8,1,1,2.9,1,5,9.3,10,9,1,1,2.3,1,1,-0.304622372,0.279657292,0.266021512
Movie Task,subject031,10,1.6,9.1,4.1,2.7,7.2,1.2,9.6,7.9,1.9,1.7,8.5,9.9,1.2,7,-0.304622372,0.279657292,0.266021512
Movie Task,subject031,-14,1.3,9,1.8,1.3,2.5,1.6,8.9,9.5,1.3,2.5,1.4,8.3,1.3,3.7,-0.304622372,0.279657292,0.266021512
Memory Task,subject001,11,9.5,10,1,4.1,10,5.4,2.6,9.3,10,9,1,10,7,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject001,-13,1.9,10,1,2.4,9.8,6,2.3,3.7,6.6,7.9,5.6,9.3,8.2,8.6,-0.036691414,0.115884583,0.323863964
Memory Task,subject002,-13,4.7,9,1.6,10,1,4.1,6.3,1,9.4,4.2,9,6.5,6.9,5.3,-0.036691414,0.115884583,0.323863964
Memory Task,subject002,11,6.8,10,2.1,10,9.4,3.2,5.5,1,9.1,4.4,1.4,7,7.2,9,-0.036691414,0.115884583,0.323863964
Memory Task,subject003,6,6.4,7.5,1,1,8.4,1,1,1,8,6.3,5.4,8.5,7.2,6.9,-0.036691414,0.115884583,0.323863964
Memory Task,subject003,8,7.4,8,1,1,10,1,1,1,8.5,7.1,1,7,7.7,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject004,12,8,9,1.8,1.6,9.6,1.6,6.6,3,7,2.9,2.3,7.4,2.4,9.5,-0.036691414,0.115884583,0.323863964
Memory Task,subject004,11,4.1,9,1.7,1.9,10,3,8.8,2,3,6.2,3.2,6.1,2,9.2,-0.036691414,0.115884583,0.323863964
Memory Task,subject005,-5,6.5,2,1,4.2,10,3.4,3.1,1,7.3,8.3,1,9.2,8.7,8.4,-0.036691414,0.115884583,0.323863964
Memory Task,subject005,-13,7.3,8.7,1,3.6,1,6.7,7.5,1,7.1,8,10,9.1,3,2,-0.036691414,0.115884583,0.323863964
Memory Task,subject006,-7,1,10,1,1,10,2.4,10,1,10,5.3,1,6.6,9.4,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject006,-8,1,10,1,1,3.6,1,4.9,1,8.8,3.2,1,5.1,1,7.4,-0.036691414,0.115884583,0.323863964
Memory Task,subject007,9,10,10,3,1,10,2.4,3.2,2.5,9.1,9.2,1.6,8.6,8.5,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject007,14,7.3,10,10,3,1.6,3.4,6.6,9,2,10,3,3.8,9.9,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject008,7,8,9.1,4.5,1,10,6,5,3.1,2.6,8.8,7.8,8.6,10,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject008,-13,9,4,7.2,1.8,8.3,4.2,8.5,2.9,10,8.9,4.9,2.6,8.2,8.7,-0.036691414,0.115884583,0.323863964
Memory Task,subject009,-13,2,8,3.6,1,10,1.9,2.1,2.6,6.7,4.3,2.2,3.6,7.2,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject009,15,7.5,10,1,1,10,2.2,1,2.3,3,7.6,1,10,3.8,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject010,13,7.1,5.8,1,4.7,10,1,10,1,10,10,1,10,5.8,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject010,14,6.1,6.1,1,3.3,10,1,10,1,7,4,1,10,5.9,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject011,-12,8.6,9.3,5.8,2.1,10,1.9,3.2,5.3,9.5,9.5,1,8.7,4,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject011,8,7.4,8.3,1.8,4.4,7.7,3.8,6.9,4.1,9.1,8,3.1,8,4,7.8,-0.036691414,0.115884583,0.323863964
Memory Task,subject012,5,9.6,8.2,1,1,10,3.4,3.5,2.5,10,9.1,1,8,10,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject012,12,8,1.1,1,1.1,9.3,7,5.5,1,7.8,6.7,1,5.1,9.4,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject013,5,3.8,10,1,2.9,10,6.5,4.1,3.4,4.7,4.2,1,7.3,7.9,9.8,-0.036691414,0.115884583,0.323863964
Memory Task,subject013,-7,5.5,7.9,1,5,10,1,2.7,3.2,7.1,8.7,1,7.5,8.1,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject014,-5,7.3,5,1.4,1.3,9.1,4.1,8.5,1,6.3,8.4,7.6,6.7,7.2,9.5,-0.036691414,0.115884583,0.323863964
Memory Task,subject014,-11,4.2,1,7.7,5.3,8.7,2.5,9,3,7.4,9,2.8,3.1,5.5,7.9,-0.036691414,0.115884583,0.323863964
Memory Task,subject015,9,2.6,8.2,1,3.9,10,2,1.4,1.2,6.9,4.2,1,5.9,5.5,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject015,-13,1,10,1,1,8.2,1,1,1,1.1,7.1,1,5.5,5.9,8.6,-0.036691414,0.115884583,0.323863964
Memory Task,subject016,8,2.7,6.8,1.2,2,9.8,4,1.7,2,8.9,6.9,1.1,9.9,4,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject016,-15,7.6,7.2,1.2,1.8,9.6,3.3,1.9,3.2,3.5,8.5,1.3,10,7.8,9.4,-0.036691414,0.115884583,0.323863964
Memory Task,subject017,11,7,7.7,1.1,2,4,7.3,4.9,2.7,3.8,7.7,2.8,4.7,5.3,8.8,-0.036691414,0.115884583,0.323863964
Memory Task,subject017,6,10,10,1,1,8,1.9,9,1.9,8.5,8.5,3,10,1.9,8.7,-0.036691414,0.115884583,0.323863964
Memory Task,subject018,6,9.1,9.3,1.9,1.7,9.1,3.2,9,1.3,1.9,9.7,1.8,9.5,9.2,7.9,-0.036691414,0.115884583,0.323863964
Memory Task,subject018,6,7,9.6,2.1,2.2,7.5,3,8.6,1.7,5.6,6,7,8.4,8.8,8.1,-0.036691414,0.115884583,0.323863964
Memory Task,subject019,-9,6.6,10,1,6.3,10,1,8.7,2.5,10,5.7,1,10,5.5,10,-0.036691414,0.115884583,0.323863964
Memory Task,subject019,13,6.5,1,1,8.9,10,4,7.9,8.2,3.8,3.9,1,1.3,10,8,-0.036691414,0.115884583,0.323863964
Memory Task,subject020,-14,2,6.4,5.6,4.1,7.7,9.4,7.7,3.9,7.9,2.9,2.1,5,3.6,9.7,-0.036691414,0.115884583,0.323863964
Memory Task,subject020,-10,9,8,8,3.3,1,9,8.2,2.5,8.2,2.7,10,2.7,3.1,4,-0.036691414,0.115884583,0.323863964
