Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Finger Tapping Task,subject014,10,2.60000000000002,1,6.10000000000001,1,1,6.3,3.4,1.50000000000001,1.6,6.4,4.00000000000001,6.9,3.80000000000001,10,7.79999999999999,9.4,-.090963574,-.241336366,-.170440839,.543115716901382,.278399710306489,-1.03005966085265,-1.1867458851405
Finger Tapping Task,subject014,10,6.50000000000001,1,2.9,7.19999999999999,1,2.2,10,1,2.50000000000002,3.2,6.2,6.89999999999999,10,10,10,3.4,-.090963574,-.241336366,-.170440839,.782222149741222,.131920707942956,-.286492026504309,-.850141635234
Finger Tapping Task,subject014,7,8.09999999999999,8.29999999999999,1.9,1,1,8.7,1,1,9.09999999999999,2.4,4,7.1,8.59999999999999,10,7.20000000000001,7.19999999999999,-.090963574,-.241336366,-.170440839,.404446813424081,.802693619109882,-.695578434313878,-.848012522755865
GoNoGo Task,subject014,-10,7.2,1,8.99999999999999,1,1,7.50000000000001,1,3.50000000000001,3.9,6.6,7.59999999999999,6.79999999999999,6.20000000000001,4.5,7.29999999999999,3.70000000000001,-.31702636,.036362577,-.159410417,.79528903744684,.438388813375436,-1.94430231574704,.465110948240653
GoNoGo Task,subject014,-5,7.10000000000001,1,8.09999999999999,1,1,9.49999999999998,4.4,4,3.1,7.8,3.9,7.69999999999999,8.79999999999999,4.70000000000002,7.39999999999999,8.99999999999999,-.31702636,.036362577,-.159410417,.609041638301642,.799064187297619,-1.06849275844616,.512270205084686
GoNoGo Task,subject014,5,8.2,1,10,1,1,10,9.29999999999998,6.50000000000001,1,7.7,3.40000000000002,10,3.1,6.7,7.70000000000001,8.59999999999999,-.31702636,.036362577,-.159410417,.856503669639014,.614839267999316,-.279856596718958,.0416180202475618
Movie Task-bridge,subject014,13,8.69999999999999,1,10,1,10,1,1,10,10,8.9,8,10,9.3,6.5,10,1,-.055046289,.280933569,.317858122,.934320028099567,2.36527111845609,-2.49383743259716,1.81238206172237
Movie Task-bridge,subject014,13,8.69999999999999,1,10,1,10,1,1,10,10,8.9,8,10,9.3,6.5,10,1,-.055046289,.280933569,.317858122,.934320028099567,2.36527111845609,-2.49383743259716,1.81238206172237
Movie Task-incept,subject014,-9,9.39999999999999,10,1,1,8.79999999999999,10,8.89999999999999,4.2,8.99999999999999,9.59999999999998,1,10,1,10,1,10,-.293453447,.376771714,.156545561,-.0423072300233948,1.66769919107084,.744043962865129,-1.1032085610112
Movie Task-incept,subject014,-9,9.39999999999999,10,1,1,8.79999999999999,10,8.89999999999999,4.2,8.99999999999999,9.59999999999998,1,10,1,10,1,10,-.293453447,.376771714,.156545561,-.0423072300233948,1.66769919107084,.744043962865129,-1.1032085610112
Two-Back Task-scenes,subject014,10,10,1,10,1,1,8.69999999999999,1,10,9.09999999999999,9.19999999999999,1.40000000000001,8.7,10,1.10000000000001,10,1,-.130999829,.464204275,-.426960277,-.451668925474865,1.6921876976073,-1.87446014123038,2.65984693998547
Two-Back Task-scenes,subject014,-15,9.19999999999999,1,10,1,1,10,10,7.80000000000001,1,6.5,2.7,9.2,2,6.69999999999999,10,10,-.130999829,.464204275,-.426960277,.644481019071801,.417945545702228,.270006759419242,.128127835945441
Two-Back Task-faces,subject014,14,8.2,1,10,1,1,10,10,3.7,1,4.8,3.4,9,1,9.19999999999998,7.09999999999999,10,-.025340712,.386745896,-.434225517,1.23749606594637,.00471955921254305,-.0520414102920634,-.720423816049691
Two-Back Task-faces,subject014,-9,7.49999999999999,1,10,1,1,10,10,3.70000000000002,1,5.60000000000002,3.4,8.29999999999999,2.6,10,1,10,-.025340712,.386745896,-.434225517,1.36300546585857,.11608507083239,-.619280945049706,-.704242733205756
Friend Task,subject014,15,10,10,3.6,1,1,8.8,10,5.7,1,6.69999999999999,4,10,1,9.39999999999999,2.8,10,.066229557,.061472443,.208842324,.499760446024708,.44630200018363,.892653623144091,-1.45851769059993
Friend Task,subject014,-6,8.89999999999999,10,1,6.99999999999999,9.9,10,10,6.00000000000001,2.70000000000001,6.00000000000001,4.00000000000001,8.40000000000001,6.80000000000001,10,3.8,10,.066229557,.061472443,.208842324,.303816149427948,1.83567209708758,1.09747659038635,-1.51649890939352
Friend Task,subject014,7,7.2,10,1,7.59999999999999,8.6,10,10,6.7,2.40000000000001,5.7,4.90000000000001,7.29999999999999,1,9.59999999999999,4,10,.066229557,.061472443,.208842324,-.12593812770978,.969174907128576,1.67543707484393,-1.79459714794844
You Task,subject014,-15,7.30000000000001,6.89999999999999,1,6.5,1,10,10,1.90000000000002,1.5,6.2,3.80000000000001,8.99999999999999,6.6,9.09999999999999,10,10,-.068702623,.051618542,.14160951,.367926287474805,.683648453600832,1.30713237003492,-1.58432612274947
You Task,subject014,12,8.89999999999999,6.90000000000001,1,7.19999999999999,1,9.19999999999999,10,1,3.30000000000002,6.4,4.40000000000002,6.8,10,9.39999999999999,10,10,-.068702623,.051618542,.14160951,.472438096892644,.836362185536329,1.15741299480408,-1.12752057956259
You Task,subject014,-12,8.1,6.80000000000001,1,9.19999999999998,1,8.69999999999999,6.4,8.09999999999999,1,7.4,3.70000000000002,4,8.09999999999999,7.5,10,10,-.068702623,.051618542,.14160951,-.704674106876945,.939292822763255,1.24119854036215,-.534338421599007
Reading Task,subject014,-7,8.20000000000001,1,1,7.10000000000001,4.40000000000002,9.29999999999999,6.5,1.7,1.2,4.7,3.60000000000002,8.3,1,8.99999999999999,3.1,10,-.19586954,-.014883893,.326889586,.789465447830796,-.0429907921894482,.247192351852321,-1.74805171828886
Reading Task,subject014,12,8.79999999999999,10,1,7,7.79999999999999,8.3,9.49999999999998,1,1.70000000000001,3.2,4.9,8.30000000000001,1,10,1,10,-.19586954,-.014883893,.326889586,.702107921234757,.161652481491593,1.24083557537135,-2.34136898865976
Reading Task,subject014,9,10,8.00000000000001,1,1,8.3,8.29999999999999,9.69999999999999,9.19999999999999,8,7,5.3,6.7,6.40000000000001,7.70000000000001,7.69999999999999,10,-.19586954,-.014883893,.326889586,-.255463985342017,1.69121116519593,.938416600975249,-.125353740247246
Memory Task,subject014,-7,10,1,1,8,1,10,10,1,1,6.1,7,9.69999999999999,1,8.9,10,10,-.036691414,.115884583,.323863964,1.32765822845974,-.212340074365801,1.21617083644653,-1.73915777542045
Memory Task,subject014,10,7.7,10,1,7.69999999999999,10,10,1,1,1,6.80000000000001,7.00000000000001,8.39999999999999,10,10,6.40000000000001,10,-.036691414,.115884583,.323863964,1.09945550707707,2.23888569366165,-.317235376703769,-2.08336988048001
Memory Task,subject014,6,7.8,1,1,7,1,7.6,3.5,8.69999999999999,6.9,7.39999999999999,1.1,6.8,1,7.29999999999999,8.79999999999999,3.2,-.036691414,.115884583,.323863964,-1.0357704000027,.617227702960257,.0051610687940033,.020185340427876
Zero-Back Task,subject014,8,5.90000000000001,1,1,1,1,10,1,1,1,6.3,2.40000000000002,7.99999999999999,1,10,8.49999999999999,6.8,.092938821,-.060981931,-.389395513,.225880489626548,.675369801000223,-1.0755280786994,-2.09457885853614
Zero-Back Task,subject014,9,9.5,6.59999999999999,1,8.29999999999999,1,10,10,10,6.40000000000001,8.2,2.9,6.4,1,8.7,7.19999999999999,10,.092938821,-.060981931,-.389395513,-.692726230807918,.511367399723969,2.06371355450965,-.286451368235577
Zero-Back Task,subject014,-6,8.69999999999999,10,1,9,1,9.7,8.29999999999999,8.79999999999999,10,8.49999999999999,1,10,8.89999999999999,10,10,9.2,.092938821,-.060981931,-.389395513,-.460711231347542,1.75566400748621,1.72790116596391,.135885095212726
One-Back Task,subject014,-7,6.1,1,10,1,1,10,10,1,1,6.3,7.59999999999999,10,1,10,7.10000000000001,6.90000000000001,-.009918255,-.030028992,-.537272264,1.82547698425083,.161220944935697,-.603940611731674,-1.24815585711067
One-Back Task,subject014,-12,8.79999999999999,1,10,9.3,1,10,9.9,1,1,5.90000000000001,10,9.39999999999999,1,10,1,10,-.009918255,-.030028992,-.537272264,2.6589637241535,-.64756069185162,.12964025852303,-.989592320487804
One-Back Task,subject014,9,9.29999999999999,1,10,10,1,9.1,10,1,1,6.1,10,10,1,10,1,10,-.009918255,-.030028992,-.537272264,2.76442439639152,-.698379127151006,.196729936305673,-.918172173431889
Reading Task,subject015,-14,6,2.9,5,9.19999999999999,5.1,8.19999999999999,7.19999999999999,8.8,5.30000000000001,2,1,7.2,5,6.99999999999999,1,9.19999999999999,-.19586954,-.014883893,.326889586,-.20855053123189,.0850445637888248,.476855146566934,.190772738900933
Reading Task,subject015,-15,7.99999999999999,7.20000000000001,9.09999999999999,10,6.80000000000001,10,10,5.50000000000002,8.39999999999999,7.19999999999999,4,8.99999999999999,10,8.19999999999999,3.1,9.49999999999999,-.19586954,-.014883893,.326889586,.950316159475326,1.40420085946653,.634782114472057,.711345702386391
Reading Task,subject015,-5,7,4.5,6.5,8.99999999999999,3.00000000000001,5.2,7.99999999999999,7.49999999999999,7.49999999999999,6.99999999999999,4.50000000000002,7,8.49999999999999,5.00000000000001,6.1,8,-.19586954,-.014883893,.326889586,-.0449906902462954,.369917817682654,.615241374583731,1.24848687677289
Memory Task,subject015,15,7.20000000000001,5.00000000000002,3,9.49999999999999,3,10,8.49999999999999,5.6,8.50000000000001,2,8.99999999999999,9.1,1,7.49999999999999,10,10,-.036691414,.115884583,.323863964,.773927037616499,-.518887331645201,1.87646912285267,-.508500031496437
Memory Task,subject015,-15,8.99999999999999,10,2.2,9,2.2,10,10,4.1,8.29999999999999,4.50000000000001,10,9,1,5.2,6.4,10,-.036691414,.115884583,.323863964,.60144495799101,-.679119850777584,2.3802023480067,-.442760607379208
Memory Task,subject015,-9,6.2,8.99999999999999,2.80000000000001,9,3,10,9.3,4.80000000000001,4,5,9.5,7.99999999999999,1,5.6,7,10,-.036691414,.115884583,.323863964,.324362385863378,-.413069915973282,2.03850319727397,-.957710907235593
Zero-Back Task,subject015,-15,10,1,8.99999999999999,8.49999999999999,9.09999999999999,10,1,2,10,5,10,9.49999999999999,2,5.1,9,10,.092938821,-.060981931,-.389395513,2.02716393891974,.232386560165574,-.224799426488411,.537621416302287
Zero-Back Task,subject015,7,9.29999999999999,1.6,9.4,8,10,9.4,2.1,2.5,10,2,9.19999999999999,9.09999999999999,1.20000000000001,5.1,9,10,.092938821,-.060981931,-.389395513,1.80586207289105,-.121105364369321,.0324216497165963,.447256988834949
Zero-Back Task,subject015,-12,7.00000000000001,1.30000000000001,8.50000000000001,8.39999999999999,8.69999999999999,9.29999999999999,1.5,7.59999999999999,7.20000000000001,5.2,7.59999999999999,3.7,2.2,5.8,1.9,10,.092938821,-.060981931,-.389395513,.576713121322678,.246896879744977,-.465669522697291,.647186768639677
One-Back Task,subject015,7,6.99999999999999,3.10000000000001,8,7.2,6.9,9.7,5.8,7.30000000000001,9,7.5,7.30000000000001,6.2,7.59999999999999,6.00000000000001,1.1,9.29999999999999,-.009918255,-.030028992,-.537272264,.751913779435607,.932033124523899,-.338921792222689,1.05469589629798
One-Back Task,subject015,-12,8.3,2.60000000000001,8,8,6,10,2,6.8,7.5,6.8,4.5,8,5,6.9,4.30000000000001,8.89999999999999,-.009918255,-.030028992,-.537272264,.761722544415995,.979298894563017,-.500636728297037,.623910150225978
One-Back Task,subject015,-10,8.6,3.2,9.09999999999999,8.99999999999999,7.19999999999999,8.99999999999999,2.3,7.39999999999999,8.19999999999999,5.3,5,7.8,8.50000000000001,6.00000000000001,7.4,9.49999999999999,-.009918255,-.030028992,-.537272264,.83447240920674,1.14359156203003,-.284732737933636,1.16141662858852
Movie Task-bridge,subject015,-10,10,6.60000000000001,8.8,8.7,9,6.50000000000001,4.40000000000001,7,5,8.2,2.5,7.99999999999999,8.99999999999999,7.59999999999999,4,4.2,-.055046289,.280933569,.317858122,.42066043206781,2.07385534315209,-.795526374580063,.60445406626061
Movie Task-bridge,subject015,-10,10,6.60000000000001,8.8,8.7,9,6.50000000000001,4.40000000000001,7,5,8.2,2.5,7.99999999999999,8.99999999999999,7.59999999999999,4,4.2,-.055046289,.280933569,.317858122,.42066043206781,2.07385534315209,-.795526374580063,.60445406626061
Movie Task-incept,subject015,12,8.2,5.8,8,7,4.50000000000001,5.70000000000001,4.50000000000001,5.1,6.1,9,3.30000000000002,6.7,10,4.5,2.1,5.8,-.293453447,.376771714,.156545561,.107036043687994,1.04241390457788,-.731735527253225,1.16816534366733
Movie Task-incept,subject015,12,8.2,5.8,8,7,4.50000000000001,5.70000000000001,4.50000000000001,5.1,6.1,9,3.30000000000002,6.7,10,4.5,2.1,5.8,-.293453447,.376771714,.156545561,.107036043687994,1.04241390457788,-.731735527253225,1.16816534366733
Finger Tapping Task,subject015,13,9.49999999999999,1.2,9.19999999999999,8.49999999999999,7.40000000000001,4,2.9,2.40000000000001,8.79999999999999,5.10000000000002,3.6,7.40000000000001,9.59999999999999,5,2,5.1,-.090963574,-.241336366,-.170440839,.980752100069155,.515576710792003,-1.38373592653831,1.40324000360099
Finger Tapping Task,subject015,-6,8.29999999999999,2.40000000000001,8.5,8.29999999999999,4.8,10,3,2.5,7.09999999999999,5,3,6.79999999999999,8.19999999999999,6,2.6,7.09999999999999,-.090963574,-.241336366,-.170440839,.783632132649375,.613459095380263,-.874414515654501,.630817901095382
Finger Tapping Task,subject015,14,8.6,2.3,9.09999999999998,7,6.99999999999999,6.2,8.49999999999999,8.3,9,5.1,3.7,7.4,8.99999999999999,6.1,7.8,8.69999999999999,-.090963574,-.241336366,-.170440839,.4593360030594,.918396468744135,.208039100260069,1.54092678550024
GoNoGo Task,subject015,10,7.29999999999999,4.2,8.10000000000001,9.5,7,8.9,3.20000000000001,9.2,7.69999999999999,6.69999999999999,3.80000000000002,9,6.79999999999999,5.4,5.2,7.79999999999999,-.31702636,.036362577,-.159410417,.28919175425188,1.23144972518252,-.122176798702489,1.10133886452292
GoNoGo Task,subject015,6,7.79999999999999,2.1,5,5.70000000000001,7.60000000000001,8.1,6.89999999999999,8.59999999999999,8,6.50000000000001,4.3,5.60000000000001,8.09999999999999,6.69999999999999,6.1,7.49999999999999,-.31702636,.036362577,-.159410417,-.051154350622414,1.36167425354918,-.16754843791832,.762520978447572
GoNoGo Task,subject015,-7,4.4,3.10000000000001,7.99999999999999,8.3,5.30000000000001,9,5.2,4.1,8,5.3,4.7,8,8.9,6.20000000000001,2.9,8.8,-.31702636,.036362577,-.159410417,.690268617550842,.59616932741627,-.357963673728928,.65052529427768
Two-Back Task-scenes,subject015,14,7.50000000000001,3.30000000000001,7.29999999999999,10,5.40000000000001,8.09999999999999,9.09999999999999,7.7,8.69999999999999,7.40000000000001,9,8.69999999999999,9.4,7.2,1.9,7.49999999999999,-.130999829,.464204275,-.426960277,1.25079460107731,.931835768273762,.0608415368156563,.983330024476587
Two-Back Task-scenes,subject015,12,6.3,3.7,8.19999999999999,8.29999999999999,8.19999999999999,8.89999999999999,9.29999999999998,8.89999999999999,8.69999999999999,5.1,7.6,8.29999999999999,8.69999999999999,5.4,3,7.59999999999999,-.130999829,.464204275,-.426960277,.737644932562361,.947743094142367,.175144262177215,1.13721908185371
Two-Back Task-faces,subject015,6,7.19999999999999,7.7,9,7.8,4.2,6.1,8.39999999999999,7.99999999999999,8.99999999999999,4.6,6.8,8.19999999999999,8.49999999999999,6.4,3.70000000000001,8.3,-.025340712,.386745896,-.434225517,.647700541241507,.414395532870023,.542927077668116,1.16811746600953
Two-Back Task-faces,subject015,-5,8.6,4.70000000000002,7.39999999999999,7.6,1.8,8,7.89999999999999,6.3,7.59999999999999,5.50000000000001,5,7.3,6.9,6.6,3.5,8.2,-.025340712,.386745896,-.434225517,.558236430064985,.190333932574567,.351020945153451,.807910226021409
You Task,subject015,12,7.59999999999999,1,5.4,8,2.3,3.00000000000002,6.9,5.40000000000001,6.8,5.00000000000001,4,8.69999999999999,2.4,8.2,10,6.5,-.068702623,.051618542,.14160951,.380681642424019,-.20841936459136,.419887421551491,.212214781085604
You Task,subject015,-14,8.40000000000001,1.1,8.29999999999999,6.6,3.10000000000001,3.1,8.6,6.30000000000001,7.59999999999999,6.90000000000001,2.90000000000001,8,3.00000000000001,7.59999999999999,10,9.1,-.068702623,.051618542,.14160951,.383449739375086,-.00527709916973593,.624877790248991,.933877201249565
You Task,subject015,-11,8,1,8,8.6,2.4,4.20000000000002,9.1,5.20000000000001,7,6.3,3.6,8,2,7.8,10,9.39999999999999,-.068702623,.051618542,.14160951,.537187130735019,-.341701650124045,.973063394632601,.611284574619204
Friend Task,subject015,-5,7.4,10,7,7.89999999999999,2.8,6.00000000000001,4.4,4.9,8.6,5.30000000000002,2.30000000000002,7.69999999999999,1.60000000000001,6.4,1.9,8.49999999999999,.066229557,.061472443,.208842324,-.191466548299638,-.285417285516385,.809851308732225,.363926169770017
Friend Task,subject015,15,8.3,10,7.69999999999999,7.29999999999999,3.60000000000001,5.6,8.8,6.60000000000001,8.00000000000001,4.5,3.20000000000001,8.1,1.8,7.80000000000001,1.6,8.29999999999999,.066229557,.061472443,.208842324,.097059455236896,-.167998414247823,1.14359489081918,.292808394460209
Friend Task,subject015,12,8.29999999999999,10,8.49999999999999,8.69999999999999,7.50000000000001,4.20000000000002,8.49999999999999,6.69999999999999,8.4,4.7,2.70000000000002,7.70000000000001,2.1,6.7,1.3,8.49999999999999,.066229557,.061472443,.208842324,-.0171451000062195,.0176801887542722,1.15581167555305,.617583228667535
Hard Math Task,subject015,-9,8.89999999999999,1,9.2,9.09999999999999,8.2,2.60000000000002,2.10000000000002,5.6,8.19999999999999,4.40000000000001,9,9.1,1,4.50000000000001,1,9.69999999999999,-.275798122,.402380589,-.407389088,1.5816275531087,-.736319327715289,-.415076719095968,1.06841132877352
Hard Math Task,subject015,12,7.79999999999999,1,9.29999999999998,7.69999999999999,7.59999999999999,3.1,2,4.50000000000001,8.09999999999999,2,8.4,9.1,2.50000000000001,4.20000000000001,1.5,9.49999999999999,-.275798122,.402380589,-.407389088,1.54286879766839,-.900519433513227,-.607098473227226,.956877888430629
Hard Math Task,subject015,-15,8.79999999999999,1.70000000000001,9.4,9.09999999999998,7.39999999999999,3.00000000000002,8,5,8.7,3.8,9.09999999999998,8.39999999999999,1.50000000000001,4.8,1,9.3,-.275798122,.402380589,-.407389088,1.47908707310677,-1.00947669240481,.36429268758708,1.07271227366649
Easy Math Task,subject015,-10,9.2,1.1,8.7,8.29999999999999,8.19999999999999,2.30000000000002,9.79999999999999,4.8,9.09999999999999,4.30000000000002,8.99999999999999,9.69999999999999,8.69999999999999,4.9,1.50000000000002,9.8,-.124954138,.332221971,-.020870498,1.85281021553672,-.194244737964258,-.000581505165303919,1.46268718364118
Easy Math Task,subject015,-6,9.39999999999999,1.5,10,8.69999999999999,9,2,9.7,6.20000000000001,9.29999999999999,3.8,9.19999999999998,9.19999999999999,2,5.3,1.2,10,-.124954138,.332221971,-.020870498,1.67527854230026,-.797698644758342,.500769494302637,1.28508765743912
Easy Math Task,subject015,13,9.5,1.4,10,9.59999999999999,6.99999999999999,5.70000000000002,9.29999999999998,4.90000000000002,8.9,4,9.39999999999999,8.49999999999999,2.40000000000002,4.90000000000001,1.5,10,-.124954138,.332221971,-.020870498,1.72106483676938,-.822807624026933,.568710145521663,1.12591167005898
Zero-Back Task,subject016,6,7.99999999999999,2.50000000000001,5.00000000000001,5.00000000000001,1,4,3.50000000000001,2.00000000000001,3.5,1.50000000000001,8,3,2,7,1,6,.092938821,-.060981931,-.389395513,.608293850562575,-1.3148167606456,-.731662931433414,-.554518037781557
Zero-Back Task,subject016,12,7,1.90000000000001,2,4,3,7.49999999999999,4,2,3,1,5.00000000000001,4,1,7.49999999999999,1,8,.092938821,-.060981931,-.389395513,.213915826750021,-.887497597174017,-.406672091845846,-1.27807282190931
