Task_name,Participant#,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient1,Gradient2,Gradient3,FAC1_1,FAC2_1,FAC3_1,FAC4_1
Zero-Back Task,subject011,13,10,1,10,1,1,1,1,1,10,1,9,1,1,6.6,1,4.30000000000002,.092938821,-.060981931,-.389395513,.956655749669444,-1.73674853621411,-1.78053190937552,.893681192090593
Zero-Back Task,subject011,-8,10,1,9.99999999999999,1,1,7.00000000000001,1,1,10,1,8.3,4.00000000000001,8.30000000000001,7.09999999999999,1,8.00000000000001,.092938821,-.060981931,-.389395513,1.73658393160689,-.566083095406151,-1.9715241785785,.931053642683361
Zero-Back Task,subject011,-14,10,1,10,1,1,4.90000000000001,6.99999999999999,3.30000000000001,10,2.1,6.2,1,8.49999999999999,3.90000000000001,1,7.9,.092938821,-.060981931,-.389395513,.517679611849817,-1.01649756012941,-.927871080897894,1.87208714427695
One-Back Task,subject011,10,8.59999999999999,1,8.7,1,1,1,4.3,8.3,10,4.3,8.5,1,6.7,3.4,1,1,-.009918255,-.030028992,-.537272264,-.232122216968429,-.586006793534447,-1.76667975868548,2.17819096879856
One-Back Task,subject011,12,10,1,10,7.19999999999999,1,1,10,1,10,1,8.49999999999999,4.1,6.1,4.5,1,1,-.009918255,-.030028992,-.537272264,1.02115227650324,-1.67144274499295,-.632425208959848,1.54101383861308
One-Back Task,subject011,-9,10,1.00000000000001,10,1,1,1,10,1,10,1,3.6,2,7.09999999999999,4.3,1,2.8,-.009918255,-.030028992,-.537272264,.177552349770885,-1.37235320251748,-1.01406958730908,1.70081561868283
Movie Task-bridge,subject011,10,10,7.30000000000001,3.90000000000001,10,1,3.5,8.1,1,10,1,7.29999999999999,7.40000000000001,9,4.30000000000002,1,10,-.055046289,.280933569,.317858122,.966948507931664,-1.42224951375973,1.10633560652037,.803151719183561
Movie Task-bridge,subject011,10,10,7.30000000000001,3.90000000000001,10,1,3.5,8.1,1,10,1,7.29999999999999,7.40000000000001,9,4.30000000000002,1,10,-.055046289,.280933569,.317858122,.966948507931664,-1.42224951375973,1.10633560652037,.803151719183561
Movie Task-incept,subject011,-14,8,7.79999999999999,1,10,1,7.19999999999999,9.09999999999999,1,10,1.00000000000002,7.79999999999999,6.3,7.79999999999999,1,1,10,-.293453447,.376771714,.156545561,.149881983304388,-1.6879067995836,1.75667614644187,.626554724076004
Movie Task-incept,subject011,-14,8,7.79999999999999,1,10,1,7.19999999999999,9.09999999999999,1,10,1.00000000000002,7.79999999999999,6.3,7.79999999999999,1,1,10,-.293453447,.376771714,.156545561,.149881983304388,-1.6879067995836,1.75667614644187,.626554724076004
Two-Back Task-faces,subject011,-5,2.9,2.80000000000001,10,1,1,10,7.29999999999999,6.00000000000001,10,6.79999999999999,1,1,6.69999999999999,2.7,1,6.99999999999999,-.025340712,.386745896,-.434225517,-1.3248485086803,-.0500202556177165,-.551472437923687,1.83839522007015
Two-Back Task-faces,subject011,-5,4.70000000000001,7.69999999999999,10,1,1,10,9.99999999999998,6.5,10,5.50000000000001,1,1,6.3,3.00000000000001,1,10,-.025340712,.386745896,-.434225517,-1.34039565920043,-.301646644000108,.658613927197028,1.68908005972082
Two-Back Task-scenes,subject011,9,8.69999999999999,1,10,1,1,7.9,8.19999999999999,5.3,10,2.80000000000002,1,1,8,5.6,1,10,-.130999829,.464204275,-.426960277,-.177537882378812,-.45929578704368,-.488777249612181,1.74560301130577
Two-Back Task-scenes,subject011,11,6.6,1,10,1,1,2.3,10,4.00000000000001,10,2.9,1,1,8.69999999999999,2.6,1.1,8.59999999999999,-.130999829,.464204275,-.426960277,-.662701856110394,-1.2183088825475,-.326026307127793,2.29821254448688
Finger Tapping Task,subject011,-14,2.4,1,8.09999999999999,1,1,1,1,1,10,1,1,1,10,1.70000000000002,1,1,-.090963574,-.241336366,-.170440839,-1.20360229078422,-.987616778799227,-2.29409811736655,1.76326610754369
Finger Tapping Task,subject011,-14,3.4,1,6.99999999999999,1,1,1,3,1,10,1,1,1,7.49999999999999,6.9,1,3.40000000000002,-.090963574,-.241336366,-.170440839,-.716711821987867,-.863604350275463,-1.82821917497526,.834139249929533
Finger Tapping Task,subject011,9,1,1,3.5,1,1,1,8.59999999999999,1,10,1,1,1,10,8,1,10,-.090963574,-.241336366,-.170440839,-.781675735135961,-1.06551234528066,-.440438519095462,.44385480737161
GoNoGo Task,subject011,14,6.59999999999999,1,10,1,1,1,1,10,10,10,1,1,10,1,3.30000000000001,1.00000000000001,-.31702636,.036362577,-.159410417,-1.67389028910205,.649036330795962,-2.20362652504424,3.27032329499267
GoNoGo Task,subject011,-6,7.2,1,10,1,1,1,2.2,5.3,10,1.60000000000001,1,1,10,1.6,2.3,2.1,-.31702636,.036362577,-.159410417,-.977213364948215,-.686053492074038,-1.95183431837081,2.55576419441143
GoNoGo Task,subject011,14,4.60000000000001,1,8,1,1,1,3.5,4.4,10,7.79999999999999,1,1,8.09999999999999,1,1.5,3.20000000000001,-.31702636,.036362577,-.159410417,-1.49227011152766,-.418733720897999,-1.57837251717543,2.37621469374239
Movie Task-incept,subject012,-14,9.89999999999998,8,10,10,1.5,1,7.19999999999999,8.39999999999999,10,3.40000000000001,8.2,3.00000000000001,1,3.8,1,7.49999999999999,-.293453447,.376771714,.156545561,-.0213398460797687,-1.73258520427589,1.20600787277089,1.88533501868739
Movie Task-incept,subject012,-14,9.89999999999998,8,10,10,1.5,1,7.19999999999999,8.39999999999999,10,3.40000000000001,8.2,3.00000000000001,1,3.8,1,7.49999999999999,-.293453447,.376771714,.156545561,-.0213398460797687,-1.73258520427589,1.20600787277089,1.88533501868739
Movie Task-bridge,subject012,10,2.1,9.79999999999998,2,3.8,9.29999999999999,9.2,1.30000000000002,2.8,9.59999999999999,1.7,8.5,4.6,1,9.19999999999998,1.2,2.40000000000001,-.055046289,.280933569,.317858122,-.297593365033989,.620311120854888,-.70812502992898,-1.58053307802879
Movie Task-bridge,subject012,10,2.1,9.79999999999998,2,3.8,9.29999999999999,9.2,1.30000000000002,2.8,9.59999999999999,1.7,8.5,4.6,1,9.19999999999998,1.2,2.40000000000001,-.055046289,.280933569,.317858122,-.297593365033989,.620311120854888,-.70812502992898,-1.58053307802879
GoNoGo Task,subject012,9,10,9.39999999999999,10,10,1,7.7,2.6,10,10,9.8,7.50000000000001,2,10,1,9.19999999999999,8,-.31702636,.036362577,-.159410417,-.63005817723233,.609798090368422,.77272727511283,2.77411336935664
GoNoGo Task,subject012,-13,8.69999999999999,1.5,9.99999999999999,8.49999999999999,8.29999999999999,9.7,10,4.2,10,3.90000000000001,7.10000000000001,3.8,7.1,8.79999999999999,10,10,-.31702636,.036362577,-.159410417,1.11963959779047,.663731704686173,.630247842005149,.749021813032014
GoNoGo Task,subject012,-11,8,9.19999999999998,8.99999999999999,8.19999999999999,3.50000000000001,2.60000000000001,10,1,10,3.30000000000001,4.00000000000001,3.80000000000001,7,6.8,8.59999999999999,7.99999999999999,-.31702636,.036362577,-.159410417,.0213109919742878,-.539737315079047,1.32846814490748,.859943741789723
Finger Tapping Task,subject012,-12,9.39999999999999,7,9,6.6,1,8.99999999999999,7.9,7.29999999999999,10,3.30000000000001,8.8,4.1,8.09999999999999,3.90000000000002,1,7.2,-.090963574,-.241336366,-.170440839,.472811369250789,-.388445774401705,.34363082052096,1.60807728473958
Finger Tapping Task,subject012,-6,7.3,1,8.29999999999999,8,3,8.89999999999999,10,2.90000000000001,8.69999999999999,5.1,7.79999999999999,9,4.90000000000001,8.49999999999999,7.69999999999999,8.29999999999999,-.090963574,-.241336366,-.170440839,1.54532736295404,.0259029674673655,.439019316212029,.271618643437179
Finger Tapping Task,subject012,13,2.5,2.00000000000001,7.49999999999999,3.8,1.5,3.30000000000002,6.50000000000001,3.6,7.89999999999999,1.5,7.59999999999999,2.70000000000001,3.3,10,7.59999999999999,7.3,-.090963574,-.241336366,-.170440839,.259117117590693,-.846994887583083,-.197573502205827,-.147422686444333
Hard Math Task,subject012,14,4.9,8.59999999999999,9,7.49999999999999,1,2.4,7.20000000000001,6.80000000000001,9.39999999999999,6.20000000000001,3,3.7,7,7.80000000000001,7.6,10,-.275798122,.402380589,-.407389088,-.601373394929772,-.0781324072940227,1.05194359086255,1.23395185670125
Hard Math Task,subject012,-7,8.19999999999999,10,5.9,9,1,9.29999999999999,8.5,1,8.79999999999999,7.10000000000001,4.10000000000001,4.40000000000001,9,8,8.29999999999999,7.79999999999999,-.275798122,.402380589,-.407389088,.00410456405148463,.592470263613478,1.17012476366077,.161920989275546
Hard Math Task,subject012,12,7.99999999999999,10,3,10,1,9.1,10,1,7.50000000000001,8.59999999999999,3.3,7.29999999999999,10,10,8.19999999999999,8.19999999999999,-.275798122,.402380589,-.407389088,.218654169424898,1.12161173348131,1.37503690677553,-.501750367454331
Easy Math Task,subject012,-7,1,1,6.6,9.49999999999998,1,1,1,1,1,1,5.6,1,2.90000000000001,8.79999999999999,1,1,-.124954138,.332221971,-.020870498,-.209145429473921,-1.26680509559166,-1.60090207543738,-.941130118200924
Easy Math Task,subject012,-11,5.8,8.49999999999999,9.69999999999999,8.59999999999999,1,1,1.50000000000001,1,9,8.8,2.5,2.60000000000001,9,4.10000000000001,9.49999999999999,10,-.124954138,.332221971,-.020870498,-.579262588276775,-.231657048893951,.374383295368723,1.65501232807341
Easy Math Task,subject012,-15,6,7.8,9.49999999999999,8.3,1,1,8.29999999999999,1,8.4,10,1,7.39999999999999,8,5.3,10,9.69999999999999,-.124954138,.332221971,-.020870498,-.18991337463664,-.0347601901263052,1.09347807497273,1.35455910890692
You Task,subject012,-10,8.29999999999999,10,7.49999999999999,8.49999999999999,1,1,8.89999999999999,2.20000000000001,8.09999999999999,7.1,9,6.79999999999999,1,7.4,10,8.09999999999999,-.068702623,.051618542,.14160951,.574518288595738,-.890382161741729,1.7212709039648,.206608247585675
You Task,subject012,14,4.40000000000002,9.29999999999999,7.89999999999999,10,1,1,8.89999999999999,2.3,8.99999999999999,2.60000000000001,8.09999999999999,6.89999999999999,4.2,6.2,10,8.59999999999999,-.068702623,.051618542,.14160951,.316781871477817,-1.35893564888053,1.79858117155698,.494920151171588
You Task,subject012,-11,1.8,10,8,10,1,8.49999999999999,10,6.69999999999999,2.60000000000001,1.4,10,7.19999999999999,2.8,8.39999999999999,10,8.79999999999999,-.068702623,.051618542,.14160951,.396811395154663,-.557786271654064,1.91741941381143,-.912693639388173
Friend Task,subject012,12,4,10,8.20000000000001,8.39999999999999,1,10,10,3.20000000000001,8.19999999999999,1,8.59999999999999,10,10,8.39999999999999,7.30000000000001,8.39999999999999,.066229557,.061472443,.208842324,1.21498645908046,.0990351173849329,1.08622289301263,-.127978910009441
Friend Task,subject012,7,3.20000000000001,10,6.99999999999999,10,1,8.89999999999999,10,1,8.89999999999999,1,10,9.89999999999999,10,7.69999999999999,4.60000000000002,9.49999999999999,.066229557,.061472443,.208842324,1.42549824886351,-.470019497399466,1.24734934470741,-.207399055875133
Friend Task,subject012,15,7.7,10,2.4,10,1,10,10,1,8.69999999999999,1,9.49999999999999,7.19999999999999,3.40000000000001,7.79999999999999,8.4,9.09999999999999,.066229557,.061472443,.208842324,.734496674497856,-.875150032337259,2.25163840208189,-.941559427861242
Zero-Back Task,subject012,-8,1,1,3.70000000000001,7.60000000000001,1,10,1,1,8.19999999999999,1,8.09999999999999,7.39999999999999,7.59999999999999,9.89999999999999,7.99999999999999,8.39999999999999,.092938821,-.060981931,-.389395513,1.03680918106088,-.0606869753056091,-.669063657090822,-.886386755552348
Zero-Back Task,subject012,9,3.9,10,1,8.29999999999999,1,10,10,1,7.49999999999999,8.09999999999999,8.89999999999999,7.79999999999999,8.09999999999999,3.7,10,8.49999999999999,.092938821,-.060981931,-.389395513,-.159837157387854,.168944428482824,1.89713464355437,-.335621659625652
Zero-Back Task,subject012,-8,8.2,10,9.09999999999999,8.29999999999999,1,10,10,1,8.09999999999999,9.19999999999999,3.2,7.69999999999999,10,8.79999999999999,10,9,.092938821,-.060981931,-.389395513,.609682674213296,1.17231899167696,1.13034315336348,.349222426088086
One-Back Task,subject012,-14,2.6,1,7.40000000000001,1,1,10,10,1,7.40000000000001,1,8.59999999999999,7.89999999999999,3.90000000000001,10,1,7.99999999999999,-.009918255,-.030028992,-.537272264,1.5245495669774,-.666553188589963,-.620013101607607,-.835436460988656
One-Back Task,subject012,-11,8.50000000000001,10,8.69999999999999,7.59999999999999,1,10,1,1,8,9.19999999999999,2.6,8.29999999999999,10,8.29999999999999,10,8.29999999999999,-.009918255,-.030028992,-.537272264,.621464737084381,1.53204346293628,-.143589346960527,.321663924943481
One-Back Task,subject012,-8,7.7,1,7.6,9.89999999999999,1,10,8.19999999999999,6.3,8,8.7,2.4,3.10000000000001,10,9,10,10,-.009918255,-.030028992,-.537272264,.0246065311849568,1.04597929342601,.553020740021597,1.05742729546719
Two-Back Task-scenes,subject012,7,10,1,10,8.49999999999999,1,10,7.29999999999999,8.5,8.89999999999999,4.2,8.19999999999999,7.8,2.10000000000001,1,10,9,-.130999829,.464204275,-.426960277,.645331959006622,-.906283281312603,1.13000481185381,1.94487299235697
Two-Back Task-scenes,subject012,-6,8.2,1,10,10,1,10,10,4.10000000000002,9,1,8.69999999999999,8,1,3.10000000000002,1,8.09999999999999,-.130999829,.464204275,-.426960277,1.3095263039208,-1.85319728949631,.878422463771848,1.10055791683415
Two-Back Task-faces,subject012,-15,9.09999999999999,10,10,8.49999999999999,1,10,10,1,8.89999999999999,1,10,8.99999999999999,8.89999999999999,2.3,1,8.3,-.025340712,.386745896,-.434225517,1.55702720891818,-1.04984314975093,.985860261302382,.995658316842891
Two-Back Task-faces,subject012,-9,8.5,10,10,10,1,10,7.69999999999999,1,10,3,8.79999999999999,8.59999999999999,8.19999999999999,3.3,1,8.19999999999999,-.025340712,.386745896,-.434225517,1.33947881907067,-.754807624865244,.83184467863299,1.05062286523091
Reading Task,subject012,-7,10,1,8.09999999999999,3.20000000000001,1,1.30000000000001,10,10,10,1,2.4,3.00000000000001,8.49999999999999,2.4,10,8,-.19586954,-.014883893,.326889586,-.770839397349727,-.880643065533351,.662296044330106,2.6386533585707
Reading Task,subject012,10,9.5,10,10,10,1,8.8,8.29999999999999,10,10,8.89999999999999,2.00000000000002,1,10,2.80000000000001,10,9.99999999999999,-.19586954,-.014883893,.326889586,-1.34777806804036,.654945957357468,1.86090925511588,2.58919719805854
Reading Task,subject012,-5,10,10,10,9.89999999999998,1,10,10,10,9.89999999999998,7.30000000000001,4.40000000000001,10,10,10,10,10,-.19586954,-.014883893,.326889586,.814748193023343,1.52394012508551,1.52262035591194,1.19711952731655
Memory Task,subject012,-10,10,10,1,10,8.1,10,10,1,10,1,10,10,1,10,1,8.59999999999999,-.036691414,.115884583,.323863964,1.56973764389426,-.212123282535538,1.65886189094747,-1.56125357284314
Memory Task,subject012,-14,9,1,1.3,9.89999999999999,1,9.99999999999999,10,2,9.59999999999999,7.19999999999999,9.49999999999998,10,1.1,10,10,10,-.036691414,.115884583,.323863964,1.51888973361044,-.19693288966281,1.54036942836619,-.749092679650112
Memory Task,subject012,5,10,10,1,1,1,10,10,1,10,1,10,10,1,10,10,10,-.036691414,.115884583,.323863964,1.27751764818549,-.435937701069831,1.68285269485675,-1.5300387503002
Movie Task-incept,subject013,12,4.3,6.3,4.4,4.9,3.70000000000001,8,9.5,3.30000000000001,8,1,3.6,6.9,1,5.00000000000001,4.4,7.49999999999999,-.293453447,.376771714,.156545561,-.464755969064065,-.925113843605408,1.15656889413121,-.276594964618525
Movie Task-incept,subject013,12,4.3,6.3,4.4,4.9,3.70000000000001,8,9.5,3.30000000000001,8,1,3.6,6.9,1,5.00000000000001,4.4,7.49999999999999,-.293453447,.376771714,.156545561,-.464755969064065,-.925113843605408,1.15656889413121,-.276594964618525
Movie Task-bridge,subject013,-10,6.3,8.19999999999999,2,1.90000000000002,2.40000000000001,10,8.59999999999999,8,7,2.80000000000001,5,3.6,4.4,5.1,1,7.49999999999999,-.055046289,.280933569,.317858122,-.971793959064061,-.075941083633748,.690772407277181,-.0974584650828834
Movie Task-bridge,subject013,-10,6.3,8.19999999999999,2,1.90000000000002,2.40000000000001,10,8.59999999999999,8,7,2.80000000000001,5,3.6,4.4,5.1,1,7.49999999999999,-.055046289,.280933569,.317858122,-.971793959064061,-.075941083633748,.690772407277181,-.0974584650828834
Two-Back Task-scenes,subject013,14,6.5,2,2,1.60000000000002,2.70000000000001,3,3,9,5.4,6.2,2,2.2,1.2,3,1.6,1,-.130999829,.464204275,-.426960277,-1.89907518112403,-.161868709883245,-1.04449194618422,.618537849084626
Two-Back Task-scenes,subject013,-7,3.3,1.60000000000001,5.4,6.79999999999999,1.4,10,3.70000000000001,2.2,2,1,8.19999999999999,7.09999999999999,5.7,5.10000000000001,4.30000000000001,5.7,-.130999829,.464204275,-.426960277,.756639281759992,-.555824438956785,-.710674340751138,-.755072565242394
Two-Back Task-faces,subject013,6,5.40000000000001,7.29999999999999,7.19999999999999,7,1,9.39999999999998,2.70000000000002,1.60000000000002,3.50000000000001,2.70000000000001,7.4,5.9,6.40000000000001,4.70000000000001,4.00000000000001,5.6,-.025340712,.386745896,-.434225517,.469009501125982,-.320613412610909,-.38673249729159,-.324531415782177
Two-Back Task-faces,subject013,-13,3,6.2,6.4,9.79999999999999,1,9.69999999999999,5.90000000000001,2.60000000000002,2.6,1.60000000000002,8.39999999999999,6.3,6,4.8,2.4,5,-.025340712,.386745896,-.434225517,.410873550367388,-.681589517777055,.101507158030985,-.550881279774795
Reading Task,subject013,-6,10,7.69999999999999,2,7.2,1.6,8.79999999999999,7,3.10000000000001,3.3,3.2,4.7,8.5,3.30000000000001,6.4,1.8,7.89999999999999,-.19586954,-.014883893,.326889586,.44360113795635,-.354587361410216,.780619338918951,-.947757346326243
Reading Task,subject013,-5,1.90000000000001,1.6,2,7,1,10,6.5,1,2,2.80000000000001,3,1.6,3.00000000000001,5.80000000000001,1.60000000000002,6,-.19586954,-.014883893,.326889586,-.913497768539852,-.87629955246313,-.00510885203484935,-1.1727490518873
Reading Task,subject013,10,8,4.2,6.69999999999999,8.2,1,8.4,9,9,8,4.8,3.3,8.40000000000001,9.79999999999998,4.5,9.1,7.39999999999999,-.19586954,-.014883893,.326889586,-.0918700155470638,.519738143303058,.847621994608739,1.44650636702004
Memory Task,subject013,12,8.79999999999999,7.49999999999999,1,3.50000000000001,4.7,10,10,1.90000000000001,1,1,7.29999999999999,10,1,9.19999999999999,7.89999999999999,10,-.036691414,.115884583,.323863964,1.07043040635544,-.0638834317292446,1.27646960794676,-2.39376502094748
Memory Task,subject013,10,3.50000000000002,6.2,5.7,6.4,1,9.09999999999999,3.1,2.70000000000001,7.2,4.5,4.9,7,10,7.19999999999999,7.79999999999999,9,-.036691414,.115884583,.323863964,.269843460012407,.519031642014171,-.101662324942727,.00616961477955437
Memory Task,subject013,15,1.4,9,2.3,9.29999999999999,1,2.2,10,2.4,1.9,1,9.19999999999999,3.40000000000002,1,7.79999999999999,4.2,9.89999999999998,-.036691414,.115884583,.323863964,-.252497670377396,-1.90745384007194,1.9271531204642,-1.53076184565225
GoNoGo Task,subject013,-9,1.90000000000002,1,3,7,1,1,1,1,3.2,1.5,1.2,1,6.9,5,1,8.09999999999999,-.31702636,.036362577,-.159410417,-.963075321997336,-1.39136728390147,-.832604579199032,-.0910366361004937
GoNoGo Task,subject013,10,1.9,7.3,3.70000000000001,2.2,10,7.09999999999999,1.8,6.4,5,5.8,2.2,1.9,1.4,6,1.30000000000001,7.69999999999999,-.31702636,.036362577,-.159410417,-1.54878825010325,.773552280719281,-.45833817099756,-.626754855402971
GoNoGo Task,subject013,9,5.6,6,1.1,7.40000000000001,8,2.5,9.09999999999999,7.50000000000001,7,4.7,2.5,4.20000000000001,1,5.20000000000001,8.99999999999999,8.19999999999999,-.31702636,.036362577,-.159410417,-1.51866836430884,-.15058773915595,1.77786301995261,.0140235430382654
Finger Tapping Task,subject013,-6,3.70000000000001,6.3,2.20000000000001,5,7.39999999999999,4.50000000000001,6.2,4.70000000000001,6.10000000000001,5.5,2,5.1,1,5.2,8,7.5,-.090963574,-.241336366,-.170440839,-1.33877668925652,.0995886646130762,.894193722021989,-.415524703120432
Finger Tapping Task,subject013,8,2,1.90000000000001,8,8,1,1,1,2.80000000000001,7,1,6.10000000000001,1,9,6.2,9,7.59999999999999,-.090963574,-.241336366,-.170440839,-.196244981705237,-.98246733969599,-.60494754778842,.823219473607584
Finger Tapping Task,subject013,-13,5.7,8,1,7.19999999999999,1,7.79999999999999,7.3,8.09999999999999,5.2,7.19999999999999,2.10000000000001,7.10000000000001,1.4,2.70000000000001,2.70000000000001,8.39999999999999,-.090963574,-.241336366,-.170440839,-1.42743387933472,-.36617411463783,1.53125145865959,.131650288112034
One-Back Task,subject013,-12,4.10000000000001,1,7.59999999999999,9.29999999999999,1,7.90000000000001,1.20000000000002,1,5.6,1,9.79999999999998,8.50000000000001,7.50000000000001,5.1,1,8,-.009918255,-.030028992,-.537272264,1.71503892696708,-.99698942605233,-1.03202718081935,.107674658264426
One-Back Task,subject013,-11,3.90000000000001,6.00000000000001,5.4,8.59999999999999,1,8.2,3.5,1.80000000000001,7.40000000000001,3.90000000000002,6,5.00000000000001,7.6,6,1.2,8.00000000000001,-.009918255,-.030028992,-.537272264,.209269447717362,-.408379082266644,-.106740744746722,.0818617293727043
One-Back Task,subject013,-6,7.2,6.89999999999999,6.99999999999999,8.49999999999999,1,8.6,1,7.19999999999999,7,6.4,2,8.7,7.79999999999999,3.50000000000001,8.99999999999999,7,-.009918255,-.030028992,-.537272264,-.391217931657575,.701052669655383,.146137357055153,1.1385297138184
Zero-Back Task,subject013,12,8.5,1.30000000000001,1,8.29999999999999,1,7.3,7.40000000000001,8.8,7.49999999999999,5.1,3.50000000000001,7,8,2.60000000000001,8.59999999999999,8.19999999999999,.092938821,-.060981931,-.389395513,-.643755407716097,-.0124424142477522,.977944681035993,1.15590067960673
Zero-Back Task,subject013,7,7.19999999999999,9.59999999999999,3.4,7,6.99999999999999,10,8.99999999999999,8.79999999999999,9.09999999999999,7.79999999999999,3,6.7,1,1.60000000000001,1.80000000000001,8.19999999999999,.092938821,-.060981931,-.389395513,-1.3071709494254,.287179044352533,1.73367841983813,.777566408087719
Zero-Back Task,subject013,-15,2.1,7.5,5.60000000000002,7.7,1,6.7,6.89999999999999,6.3,5.4,2.80000000000001,5.30000000000001,1.6,1.1,4.90000000000002,4.10000000000001,6.1,.092938821,-.060981931,-.389395513,-1.31588170549195,-1.07972466802484,1.03400567540944,-.0256387713769945
Friend Task,subject013,-11,2,10,1,8.8,1,9.1,9,1.20000000000001,7,2.8,8.39999999999999,6.00000000000001,1,7.49999999999999,1,10,.066229557,.061472443,.208842324,-.0440029498546921,-1.24906301153125,1.83712842560069,-1.43124412007023
Friend Task,subject013,9,1,8.09999999999999,1,8.09999999999999,1,8.69999999999999,9.79999999999998,2.7,7,3.60000000000002,4,5.1,1,6.2,2,8.29999999999999,.066229557,.061472443,.208842324,-1.07345329190352,-1.05441355742653,1.73890182272479,-.942343736556683
Friend Task,subject013,14,2.7,8.89999999999999,3.80000000000001,7.79999999999999,1,7.99999999999999,7.8,2,5.3,2.5,3.3,3.3,1.00000000000002,4.3,3.2,7.1,.066229557,.061472443,.208842324,-1.21400345968048,-1.28962989748061,1.4144843773856,-.578235529064518
You Task,subject013,5,3.7,2.3,2.10000000000001,7.49999999999999,2.00000000000001,8,4,4.5,4.4,2,2.7,9.2,8.09999999999999,4.1,9.09999999999999,7.59999999999999,-.068702623,.051618542,.14160951,-.273619001596856,.00626298760898138,.185950666783155,-.136425973722458
You Task,subject013,5,3,1.3,6.60000000000001,9,1,6.90000000000001,8,2,3.80000000000001,2.9,3.70000000000002,6.70000000000001,3.30000000000001,4.80000000000002,7.40000000000001,7.79999999999999,-.068702623,.051618542,.14160951,-.0129620833231463,-1.07760317090205,.679831083433622,-.0903937690342177
You Task,subject013,-9,2.6,1.8,2.2,9.59999999999999,1,3.10000000000001,7.6,1.90000000000002,2.30000000000001,5.50000000000001,3.00000000000001,4.10000000000001,4,4.70000000000002,7.49999999999999,7,-.068702623,.051618542,.14160951,-.922550914925291,-.973657475841456,.793568191237601,-.385209590361261
Easy Math Task,subject013,6,1,1,8.09999999999999,7.90000000000001,1,1,2.9,1.40000000000001,2.10000000000001,1.6,1.7,1.8,2.1,5,1,7,-.124954138,.332221971,-.020870498,-.698604869423161,-1.89620191776667,-.594553351845686,.0317687585997426
Easy Math Task,subject013,-7,1,1,7,7.99999999999999,1,1,3.9,3.8,2,6.3,3.1,6.20000000000001,1,5.00000000000001,6.30000000000001,8,-.124954138,.332221971,-.020870498,-.481624290910951,-1.11843319999918,.00528550886396831,.0595221918191009
Easy Math Task,subject013,13,2,1,9,8.9,1,2.60000000000001,2.20000000000002,2.00000000000001,2.50000000000002,6.1,3,3.70000000000001,5.6,5.4,7.1,7.00000000000001,-.124954138,.332221971,-.020870498,-.278658761249052,-.602217763270237,-.6431486238722,.401578240740828
Hard Math Task,subject013,-10,3.00000000000002,1,7.6,8.69999999999999,1,1,1.90000000000002,1,2.3,1,8.99999999999999,6.80000000000001,1,4.9,1,8.79999999999999,-.275798122,.402380589,-.407389088,1.09432374074165,-2.25392843353098,-.508621664306354,-.282870903208381
Hard Math Task,subject013,-8,2.4,1,8.20000000000001,8.49999999999999,1,1,2,2.00000000000001,3.1,4.60000000000002,5.80000000000001,3.10000000000002,1,4.3,1,8.2,-.275798122,.402380589,-.407389088,-.0343008558773547,-1.84482319992444,-.507409875843214,.30103195640617
Hard Math Task,subject013,7,7.59999999999999,1,6.5,8.39999999999999,1,1,1,8.1,7.89999999999999,8,4,3.6,9.09999999999999,2.90000000000001,1.8,7.79999999999999,-.275798122,.402380589,-.407389088,-.399387628392434,-.251786181743798,-.826927917517535,2.21285540236988
Hard Math Task,subject014,5,5.8,1,7.99999999999999,8.89999999999999,1,4.00000000000002,9.3,6.9,5.80000000000001,6.3,7.49999999999999,8.10000000000001,8,2.3,7.6,9.6,-.275798122,.402380589,-.407389088,.510138929344894,-.633105440293501,.742040588872029,1.61333723949355
Hard Math Task,subject014,-7,9.29999999999999,1,8.8,1.6,1,1,10,9.19999999999998,7.8,7.59999999999999,8.9,10,1,1,8.69999999999999,6.6,-.275798122,.402380589,-.407389088,.471661403950719,-.932767555364063,.442018931691291,2.00608809142458
Hard Math Task,subject014,-10,8.19999999999999,1,10,1,1,4.00000000000002,10,10,7.39999999999999,8.2,7.59999999999999,8.89999999999999,5.8,1,10,10,-.275798122,.402380589,-.407389088,.400709990784146,-.238180905641694,.438560508075357,2.33153656282103
Easy Math Task,subject014,15,9.59999999999999,1,10,1,1,1,10,3.6,4.80000000000001,6.3,6.30000000000001,10,6.60000000000001,8.8,10,8.9,-.124954138,.332221971,-.020870498,1.69308199911014,.0489083796257614,-.384275473307512,.553750020484814
Easy Math Task,subject014,14,8.00000000000001,1,10,1,1,1,9.69999999999999,2.1,2.5,7.50000000000001,8.69999999999999,9.49999999999999,1,10,10,10,-.124954138,.332221971,-.020870498,1.91589985347006,-.466222098136902,-.119840769941087,-.402346302809743
Easy Math Task,subject014,12,1.9,1,9.89999999999998,1,1,3.9,4,2.40000000000002,2,5.60000000000001,3.2,10,6.9,10,10,8.69999999999999,-.124954138,.332221971,-.020870498,.987707151795061,.54314260456916,-1.32765168497396,-.476868589117283
